,name,provider_type,transfer_methods,send_amount,conversion_amount,send_amount_usd,fx_rate,fx_margin,fee_from_currency,fee_to_currency,fee_margin,total_margin,total_cost,transfer_speed,received_amount_from_currency,received_amount_to_currency,collected_timestamp,pay_in_method,pay_out_method,mid-market_rate,mid-market_rate_timestamp,customer_price_type,source_data,status
10,MoneyGram,Payment company,online,5000,5000.0,642.43,0.7968110082,3.0667,115.0,91.6333,2.3,5.3667209148,268.3360457421,,4846.664,3984.055,2021-11-01 16:14:25,Cash,Bank Account,0.8220200696398515,2021-11-01 16:13:52,Not specified,"{'pay_in_method': 'cash', 'pay_out_method': 'All Other Banks', 'location_from': '', 'location_to': ''}",
11,MoneyGram,Payment company,online,5000,5000.0,642.43,0.813595,1.1113,8.0,6.5088,0.16,1.2713235354,63.5661767692,,4944.4338,4067.975,2021-11-01 06:42:03,Debit Card,Bank Account,0.8227382841867846,2021-11-01 06:41:48,Not specified,"{'pay_in_method': 'debitCard', 'pay_out_method': 'UnionPay Cards', 'location_from': '', 'location_to': ''}",
12,OCBC Wing Hang Bank Hong Kong,Payment company,"phone, online",5000,5000.0,642.43,0.819000819,0.366,115.0,94.1851,2.3,2.6660163139,133.3008156968,,4981.6992,4095.0041,2021-11-01 17:06:09,Bank Account,Bank Account,0.8220095079018374,2021-11-01 17:05:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
13,OFX,Payment company,,5000,5000.0,642.43,0.788125,4.1234,60.0,47.2875,1.2,5.3233871157,266.1693557841,,4793.8306,3940.625,2021-11-01 16:37:36,Bank Account,Bank Account,0.8220200696398515,2021-11-01 16:36:51,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
14,Public Bank Hong Kong,Payment company,"phone, online",5000,5000.0,642.43,0.8181973639,0.4638,60.0,49.0918,1.2,1.663759109,83.1879554522,,4976.812,4090.9868,2021-11-01 17:06:07,Bank Account,Bank Account,0.8220095079018374,2021-11-01 17:05:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
15,Shanghai Commercial Bank,Payment company,"phone, online",5000,5000.0,642.43,0.8153281696,0.8128,170.0,138.6058,3.4,4.2128054784,210.6402739223,,4959.3597,4076.6408,2021-11-01 16:53:09,Bank Account,Bank Account,0.8220095079018374,2021-11-01 16:52:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
16,Western Union,Payment company,"phone, online",5000,5000.0,642.43,0.8130257,1.0929,0.0,0.0,0.0,1.0929080279,54.6454013943,1 Business days,4945.3546,4065.1285,2021-11-01 17:01:38,Debit Card,Bank Account,0.8220095079018374,2021-11-01 17:00:52,Not specified,"{'pay_in_method': 'DebitCard', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",
17,Western Union,Payment company,"phone, online",5000,5000.0,642.43,0.8138486,0.9928,0.0,0.0,0.0,0.9927996968,49.6399848383,1 Business days,4950.36,4069.243,2021-11-01 17:01:38,Bank Account,Bank Account,0.8220095079018374,2021-11-01 17:00:52,Not specified,"{'pay_in_method': 'WUPay', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",
18,Western Union,Payment company,"phone, online",5000,5000.0,642.43,0.8138486,0.9928,0.0,0.0,0.0,0.9927996968,49.6399848383,1 Business days,4950.36,4069.243,2021-11-01 17:01:38,Mobile Wallet,Bank Account,0.8220095079018374,2021-11-01 17:00:52,Not specified,"{'pay_in_method': 'TapNGo', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",
19,Western Union,Payment company,"phone, online",5000,5000.0,642.43,0.8130257,1.0929,0.0,0.0,0.0,1.0929080279,54.6454013943,1 Business days,4945.3546,4065.1285,2021-11-01 17:01:38,Credit Card,Bank Account,0.8220095079018374,2021-11-01 17:00:52,Not specified,"{'pay_in_method': 'CreditCard', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",
20,Wing Lung bank,Bank,"phone, online",5000,5000.0,642.43,0.8250825083,-0.3738,100.0,82.5083,2.0,1.6261599994,81.3079999717,,5018.692,4125.4125,2021-11-01 16:57:07,Bank Account,Bank Account,0.8220095079018374,2021-11-01 16:56:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
21,Wise,Payment company,online,5000,4810.00725,642.43,0.82201,-0.0001,189.99275,156.1759,3.9499472688,3.7997951347,189.9898704765,,4810.0101,3953.8741,2021-11-01 16:59:11,Credit Card,Bank Account,0.8220095079018374,2021-11-01 16:58:52,Not specified,"{'pay_in_method': 'CREDIT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
22,Wise,Payment company,online,5000,4940.55364,642.43,0.82201,-0.0001,59.44636,48.8655,1.2032327616,1.1888673347,59.4434023245,,4940.5566,4061.1845,2021-11-01 16:59:10,Bank Account,Bank Account,0.8220095079018374,2021-11-01 16:58:52,Not specified,"{'pay_in_method': 'REGULAR', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
23,Wise,Payment company,online,5000,4810.00725,642.43,0.82201,-0.0001,189.99275,156.1759,3.9499472688,3.7997951347,189.9898704765,,4810.0101,3953.8741,2021-11-01 16:59:11,Debit Card,Bank Account,0.8220095079018374,2021-11-01 16:58:52,Not specified,"{'pay_in_method': 'DEBIT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
24,Xendpay,Payment company,"phone, online",5000,5000.0,642.43,0.81173,1.2505,0.0,0.0,0.0,1.2505339419,62.5266970943,,4937.4733,4058.65,2021-11-01 17:06:37,Bank Account,Bank Account,0.8220095079018374,2021-11-01 17:05:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
25,Xpress Money,Payment company,,5000,5000.0,642.43,0.78312025,4.7322,70.0,54.8184,1.4,6.1322226155,306.6111307775,,4763.3889,3915.6013,2021-11-01 16:26:45,Cash,Bank Account,0.8220200696398515,2021-11-01 16:25:52,Not specified,"{'pay_in_method': 'Cash', 'pay_out_method': 'AC', 'location_from': '', 'location_to': ''}",
