,name,provider_type,transfer_methods,send_amount,conversion_amount,send_amount_usd,fx_rate,fx_margin,fee_from_currency,fee_to_currency,fee_margin,total_margin,total_cost,transfer_speed,received_amount_from_currency,received_amount_to_currency,collected_timestamp,pay_in_method,pay_out_method,mid-market_rate,mid-market_rate_timestamp,customer_price_type,source_data,status
16,Western Union,Payment company,"phone, online",1000,1000.0,128.57,0.0924575,1.137,15.0,1.3869,1.5,2.6369958964,26.3699589637,1 Business days,988.63,92.4575,2021-10-28 09:50:08,Credit Card,Bank Account,0.09352082797634353,2021-10-28 09:49:32,Not specified,"{'pay_in_method': 'CreditCard', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",
17,Western Union,Payment company,"phone, online",1000,1000.0,128.57,0.0932061,0.3365,0.0,0.0,0.0,0.3365324957,3.3653249565,1 Business days,996.6347,93.2061,2021-10-28 09:50:08,Bank Account,Bank Account,0.09352082797634353,2021-10-28 09:49:32,Not specified,"{'pay_in_method': 'WUPay', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",
18,Western Union,Payment company,"phone, online",1000,1000.0,128.57,0.0924575,1.137,15.0,1.3869,1.5,2.6369958964,26.3699589637,1 Business days,988.63,92.4575,2021-10-28 09:50:08,Debit Card,Bank Account,0.09352082797634353,2021-10-28 09:49:32,Not specified,"{'pay_in_method': 'DebitCard', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",
19,Wing Lung bank,Bank,"phone, online",1000,1000.0,128.57,0.0936417268,-0.1693,100.0,9.3642,10.0,9.8306523202,98.3065232023,,1001.6935,93.6417,2021-10-28 09:57:07,Bank Account,Bank Account,0.0934834147595783,2021-10-28 09:56:32,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
20,Wirebarley Australia Pty Ltd,Payment company,,1000,1000.0,128.57,0.092261,1.3615,20.0,1.8452,2.0,3.361483469,33.6148346898,,986.3852,92.261,2021-10-28 09:52:27,Bank Account,Bank Account,0.09353445615839548,2021-10-28 09:51:32,Not specified,"{'pay_in_method': 'Bank Transfer (Deposit)', 'pay_out_method': 'Bank Deposit', 'location_from': '', 'location_to': ''}",
21,Wise,Payment company,online,1000,967.40637,128.57,0.0935178,-0.0182,32.59363,3.0481,3.3691766987,3.2411645685,32.4175772144,,967.5824,90.4697,2021-10-28 08:59:20,Credit Card,Bank Account,0.09350078432381001,2021-10-28 08:58:32,Not specified,"{'pay_in_method': 'CREDIT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
22,Wise,Payment company,online,1000,967.40637,128.57,0.0935178,-0.0182,32.59363,3.0481,3.3691766987,3.2411645685,32.4175772144,,967.5824,90.4697,2021-10-28 08:59:20,Debit Card,Bank Account,0.09350078432381001,2021-10-28 08:58:32,Not specified,"{'pay_in_method': 'DEBIT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
23,Wise,Payment company,online,1000,993.67876,128.57,0.0935178,-0.0182,6.32124,0.5911,0.6361452267,0.6139255685,6.1404060515,,993.8596,92.9267,2021-10-28 08:59:11,Bank Account,Bank Account,0.09350078432381001,2021-10-28 08:58:32,Not specified,"{'pay_in_method': 'REGULAR', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
24,WorldRemit,Payment company,online,1000,1000.0,128.57,0.09171,1.926,25.0,2.2928,2.5,4.4259810669,44.2598106692,Next working day,980.7402,91.71,2021-10-16 16:18:02,Debit Card,Bank Account,0.09351100423709742,2021-10-15 21:00:10,Not specified,"{'pay_in_method': 'Debit / Credit Card_Debit Card', 'pay_out_method': 'Any GBP account at any bank WOR / BNK', 'location_from': '', 'location_to': ''}",
25,WorldRemit,Payment company,online,1000,1000.0,128.57,0.09171,1.926,25.0,2.2928,2.5,4.4259810669,44.2598106692,Next working day,980.7402,91.71,2021-10-16 16:18:02,Credit Card,Bank Account,0.09351100423709742,2021-10-15 21:00:10,Not specified,"{'pay_in_method': 'Debit / Credit Card_Credit Card', 'pay_out_method': 'Any GBP account at any bank WOR / BNK', 'location_from': '', 'location_to': ''}",
26,Xendpay,Payment company,"phone, online",1000,1000.0,128.57,0.09308,0.5089,0.0,0.0,0.0,0.5088938667,5.0889386673,,994.9111,93.08,2021-10-28 09:46:27,Bank Account,Bank Account,0.0935561012612659,2021-10-28 09:45:32,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
