,name,provider_type,transfer_methods,send_amount,conversion_amount,send_amount_usd,fx_rate,fx_margin,fee_from_currency,fee_to_currency,fee_margin,total_margin,total_cost,transfer_speed,received_amount_from_currency,received_amount_to_currency,collected_timestamp,pay_in_method,pay_out_method,mid-market_rate,mid-market_rate_timestamp,customer_price_type,source_data,status
13,Skrill,Payment company,,1000,1000.0,128.49,0.1248,2.8682,0.0,0.0,0.0,2.86816,28.6816,up to 1 days,971.3184,124.8,2021-11-01 16:59:13,Debit Card,Bank Account,0.12848515996402415,2021-11-01 16:59:13,Not specified,"{'pay_in_method': 'DEBIT_CARD', 'pay_out_method': 'BANK', 'location_from': '', 'location_to': ''}",
14,Skrill,Payment company,,1000,1000.0,128.49,0.1248,2.8682,19.9,2.4835,1.99,4.85816,48.5816,up to 1 days,971.3184,124.8,2021-11-01 16:59:12,Credit Card,Bank Account,0.12848515996402415,2021-11-01 16:59:12,Not specified,"{'pay_in_method': 'CREDIT_CARD', 'pay_out_method': 'BANK', 'location_from': '', 'location_to': ''}",
15,Western Union,Payment company,"phone, online",1000,1000.0,128.49,0.1268254,1.2918,15.0,1.9024,1.5,2.79179118,27.9179118,1 Business days,987.0821,126.8254,2021-11-01 17:03:00,Credit Card,Bank Account,0.12848515996402415,2021-11-01 17:03:00,Not specified,"{'pay_in_method': 'CreditCard', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",
16,Western Union,Payment company,"phone, online",1000,1000.0,128.49,0.1278534,0.4917,0.0,0.0,0.0,0.49169878,4.9169878,1 Business days,995.083,127.8534,2021-11-01 17:03:00,Mobile Wallet,Bank Account,0.12848515996402415,2021-11-01 17:03:00,Not specified,"{'pay_in_method': 'TapNGo', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",
17,Western Union,Payment company,"phone, online",1000,1000.0,128.49,0.1268254,1.2918,15.0,1.9024,1.5,2.79179118,27.9179118,1 Business days,987.0821,126.8254,2021-11-01 17:03:00,Debit Card,Bank Account,0.12848515996402415,2021-11-01 17:03:00,Not specified,"{'pay_in_method': 'DebitCard', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",
18,Western Union,Payment company,"phone, online",1000,1000.0,128.49,0.1278534,0.4917,0.0,0.0,0.0,0.49169878,4.9169878,1 Business days,995.083,127.8534,2021-11-01 17:03:00,Bank Account,Bank Account,0.12848515996402415,2021-11-01 17:03:00,Not specified,"{'pay_in_method': 'WUPay', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",
19,Wing Lung bank,Bank,"phone, online",1000,1000.0,128.49,0.1286504567,-0.1287,100.0,12.865,10.0,9.8713495433,98.7134954329,,1001.2865,128.6505,2021-11-01 16:57:07,Bank Account,Bank Account,0.12848515996402415,2021-11-01 16:57:07,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
20,Wirebarley Australia Pty Ltd,Payment company,,1000,1000.0,128.49,0.1268194,1.2965,20.0,2.5364,2.0,3.29646098,32.9646098,,987.0354,126.8194,2021-11-01 16:52:20,Bank Account,Bank Account,0.12848515996402415,2021-11-01 16:52:20,Not specified,"{'pay_in_method': 'Bank Transfer (Deposit)', 'pay_out_method': 'Bank Deposit', 'location_from': '', 'location_to': ''}",
21,Wise,Payment company,online,1000,966.70513,128.49,0.128485,0.0001,33.29487,4.2779,3.4441598546,3.3296115,33.2960735479,,966.7039,124.2071,2021-11-01 17:00:20,Debit Card,Bank Account,0.12848515996402415,2021-11-01 17:00:20,Not specified,"{'pay_in_method': 'DEBIT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
22,Wise,Payment company,online,1000,992.98232,128.49,0.128485,0.0001,7.01768,0.9017,0.7067275881,0.7018925,7.018916263,,992.9811,127.5833,2021-11-01 17:00:11,Bank Account,Bank Account,0.12848515996402415,2021-11-01 17:00:11,Not specified,"{'pay_in_method': 'REGULAR', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
23,Wise,Payment company,online,1000,966.70513,128.49,0.128485,0.0001,33.29487,4.2779,3.4441598546,3.3296115,33.2960735479,,966.7039,124.2071,2021-11-01 17:00:21,Credit Card,Bank Account,0.12848515996402415,2021-11-01 17:00:21,Not specified,"{'pay_in_method': 'CREDIT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
24,WorldRemit,Payment company,online,1000,1000.0,128.49,0.1258,2.171,25.0,3.145,2.5,4.671001,46.71001,Next working day,978.29,125.8,2021-10-16 16:19:27,Credit Card,Bank Account,0.12859172769415744,2021-10-16 16:19:27,Not specified,"{'pay_in_method': 'Debit / Credit Card_Credit Card', 'pay_out_method': 'Any USD account at any bank WOR / BNK', 'location_from': '', 'location_to': ''}",
25,WorldRemit,Payment company,online,1000,1000.0,128.49,0.1258,2.171,25.0,3.145,2.5,4.671001,46.71001,Next working day,978.29,125.8,2021-10-16 16:19:27,Debit Card,Bank Account,0.12859172769415744,2021-10-16 16:19:27,Not specified,"{'pay_in_method': 'Debit / Credit Card_Debit Card', 'pay_out_method': 'Any USD account at any bank WOR / BNK', 'location_from': '', 'location_to': ''}",
26,Xendpay,Payment company,"phone, online",1000,1000.0,128.49,0.12784,0.5034,0.0,0.0,0.0,0.5034064,5.034064,,994.9659,127.84,2021-11-01 16:46:28,Bank Account,Bank Account,0.12848681082886843,2021-11-01 16:46:28,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
