,name,provider_type,transfer_methods,send_amount,conversion_amount,send_amount_usd,fx_rate,fx_margin,fee_from_currency,fee_to_currency,fee_margin,total_margin,total_cost,transfer_speed,received_amount_from_currency,received_amount_to_currency,collected_timestamp,pay_in_method,pay_out_method,mid-market_rate,mid-market_rate_timestamp,customer_price_type,source_data,status
10,OCBC Wing Hang Bank Hong Kong,Payment company,"phone, online",100,100.0,12.85,0.1283532281,0.1027,115.0,14.7606,115.0,115.1026825825,115.1026825825,,99.8973,12.8353,2021-11-01 16:51:10,Bank Account,Bank Account,0.12848515996402415,2021-11-01 16:51:10,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
11,Public Bank Hong Kong,Payment company,"phone, online",100,100.0,12.85,0.1283861856,0.077,60.0,7.7032,60.0,60.0770317114,60.0770317114,,99.923,12.8386,2021-11-01 16:51:09,Bank Account,Bank Account,0.12848515996402415,2021-11-01 16:51:09,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
12,Shanghai Commercial Bank,Payment company,"phone, online",100,100.0,12.85,0.1282791354,0.1603,170.0,21.8075,170.0,170.1603489192,170.1603489192,,99.8397,12.8279,2021-11-01 16:53:09,Bank Account,Bank Account,0.12848515996402415,2021-11-01 16:53:09,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
13,Skrill,Payment company,,100,100.0,12.85,0.1248,2.8682,0.0,0.0,0.0,2.86816,2.86816,up to 1 days,97.1318,12.48,2021-11-01 16:59:13,Debit Card,Bank Account,0.12848515996402415,2021-11-01 16:59:13,Not specified,"{'pay_in_method': 'DEBIT_CARD', 'pay_out_method': 'BANK', 'location_from': '', 'location_to': ''}",
14,Skrill,Payment company,,100,100.0,12.85,0.1248,2.8682,1.9900900901,0.2484,1.9900900901,4.8582500901,4.8582500901,up to 1 days,97.1318,12.48,2021-11-01 16:59:12,Credit Card,Bank Account,0.12848515996402415,2021-11-01 16:59:12,Not specified,"{'pay_in_method': 'CREDIT_CARD', 'pay_out_method': 'BANK', 'location_from': '', 'location_to': ''}",
15,Western Union,Payment company,"phone, online",100,100.0,12.85,0.1268254,1.2918,15.0,1.9024,15.0,16.29179118,16.29179118,1 Business days,98.7082,12.6825,2021-11-01 17:03:00,Credit Card,Bank Account,0.12848515996402415,2021-11-01 17:03:00,Not specified,"{'pay_in_method': 'CreditCard', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",
16,Western Union,Payment company,"phone, online",100,100.0,12.85,0.1278534,0.4917,0.0,0.0,0.0,0.49169878,0.49169878,1 Business days,99.5083,12.7853,2021-11-01 17:03:00,Mobile Wallet,Bank Account,0.12848515996402415,2021-11-01 17:03:00,Not specified,"{'pay_in_method': 'TapNGo', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",
17,Western Union,Payment company,"phone, online",100,100.0,12.85,0.1268254,1.2918,15.0,1.9024,15.0,16.29179118,16.29179118,1 Business days,98.7082,12.6825,2021-11-01 17:03:00,Debit Card,Bank Account,0.12848515996402415,2021-11-01 17:03:00,Not specified,"{'pay_in_method': 'DebitCard', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",
18,Western Union,Payment company,"phone, online",100,100.0,12.85,0.1278534,0.4917,0.0,0.0,0.0,0.49169878,0.49169878,1 Business days,99.5083,12.7853,2021-11-01 17:03:00,Bank Account,Bank Account,0.12848515996402415,2021-11-01 17:03:00,Not specified,"{'pay_in_method': 'WUPay', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",
19,Wing Lung bank,Bank,"phone, online",100,100.0,12.85,0.1286504567,-0.1287,100.0,12.865,100.0,99.8713495433,99.8713495433,,100.1287,12.865,2021-11-01 16:57:07,Bank Account,Bank Account,0.12848515996402415,2021-11-01 16:57:07,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
20,Wirebarley Australia Pty Ltd,Payment company,,100,100.0,12.85,0.1268194,1.2965,20.0,2.5364,20.0,21.29646098,21.29646098,,98.7035,12.6819,2021-11-01 16:52:20,Bank Account,Bank Account,0.12848515996402415,2021-11-01 16:52:20,Not specified,"{'pay_in_method': 'Bank Transfer (Deposit)', 'pay_out_method': 'Bank Deposit', 'location_from': '', 'location_to': ''}",
21,Wise,Payment company,online,100,94.20913,12.85,0.128485,0.0001,5.79087,0.744,6.146824623,5.7909945,5.7909872904,,94.209,12.1045,2021-11-01 17:00:20,Debit Card,Bank Account,0.12848515996402415,2021-11-01 17:00:20,Not specified,"{'pay_in_method': 'DEBIT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
22,Wise,Payment company,online,100,96.83432,12.85,0.128485,0.0001,3.16568,0.4067,3.2691715086,3.1658045,3.1658005587,,96.8342,12.4418,2021-11-01 17:00:11,Bank Account,Bank Account,0.12848515996402415,2021-11-01 17:00:11,Not specified,"{'pay_in_method': 'REGULAR', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
23,Wise,Payment company,online,100,94.20913,12.85,0.128485,0.0001,5.79087,0.744,6.146824623,5.7909945,5.7909872904,,94.209,12.1045,2021-11-01 17:00:21,Credit Card,Bank Account,0.12848515996402415,2021-11-01 17:00:21,Not specified,"{'pay_in_method': 'CREDIT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
24,WorldRemit,Payment company,online,100,100.0,12.85,0.1258,2.171,25.0,3.145,25.0,27.171001,27.171001,Next working day,97.829,12.58,2021-10-16 16:19:27,Credit Card,Bank Account,0.12859172769415744,2021-10-16 16:19:27,Not specified,"{'pay_in_method': 'Debit / Credit Card_Credit Card', 'pay_out_method': 'Any USD account at any bank WOR / BNK', 'location_from': '', 'location_to': ''}",
25,WorldRemit,Payment company,online,100,100.0,12.85,0.1258,2.171,25.0,3.145,25.0,27.171001,27.171001,Next working day,97.829,12.58,2021-10-16 16:19:27,Debit Card,Bank Account,0.12859172769415744,2021-10-16 16:19:27,Not specified,"{'pay_in_method': 'Debit / Credit Card_Debit Card', 'pay_out_method': 'Any USD account at any bank WOR / BNK', 'location_from': '', 'location_to': ''}",
26,Xendpay,Payment company,"phone, online",100,100.0,12.85,0.12784,0.5034,0.0,0.0,0.0,0.5034064,0.5034064,,99.4966,12.784,2021-11-01 16:46:28,Bank Account,Bank Account,0.12848681082886843,2021-11-01 16:46:28,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
