,name,provider_type,transfer_methods,send_amount,conversion_amount,send_amount_usd,fx_rate,fx_margin,fee_from_currency,fee_to_currency,fee_margin,total_margin,total_cost,transfer_speed,received_amount_from_currency,received_amount_to_currency,collected_timestamp,pay_in_method,pay_out_method,mid-market_rate,mid-market_rate_timestamp,customer_price_type,source_data,to_country,to_currency,status
10,OCBC Wing Hang Bank Hong Kong,Payment company,"phone, online",1000,1000.0,128.33,0.0955748829,0.3303,115.0,10.9911,11.5,11.8303022906,118.3030229063,,996.697,95.5749,2021-11-11 17:06:09,Bank Account,Bank Account,0.09589161512203886,2021-11-11 17:05:15,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",GB,GBP,
11,Public Bank Hong Kong,Payment company,"phone, online",1000,1000.0,128.33,0.0956187489,0.2846,60.0,5.7371,6.0,6.28455689,62.8455688999,,997.1544,95.6187,2021-11-11 17:06:08,Bank Account,Bank Account,0.09589161512203886,2021-11-11 17:05:15,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",GB,GBP,
12,Shanghai Commercial Bank,Payment company,"phone, online",1000,1000.0,128.33,0.0953743443,0.5505,170.0,16.2136,17.0,17.5504791199,175.5047911988,,994.4952,95.3743,2021-11-11 17:08:12,Bank Account,Bank Account,0.09590226625259862,2021-11-11 17:07:15,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",GB,GBP,
13,Skrill,Payment company,,1000,1000.0,128.33,0.0931,2.8701,0.0,0.0,0.0,2.8700681984,28.7006819843,up to 1 hours,971.2993,93.1,2021-11-11 16:06:03,Debit Card,Bank Account,0.09585098874587755,2021-11-11 16:05:14,Not specified,"{'pay_in_method': 'DEBIT_CARD', 'pay_out_method': 'BANK', 'location_from': '', 'location_to': ''}",GB,GBP,
14,Skrill,Payment company,,1000,1000.0,128.33,0.0931,2.8701,19.9,1.8527,1.99,4.8600681984,48.6006819843,up to 1 hours,971.2993,93.1,2021-11-11 16:06:03,Credit Card,Bank Account,0.09585098874587755,2021-11-11 16:05:14,Not specified,"{'pay_in_method': 'CREDIT_CARD', 'pay_out_method': 'BANK', 'location_from': '', 'location_to': ''}",GB,GBP,
15,Western Union,Payment company,"phone, online",1000,1000.0,128.33,0.095494,0.3275,0.0,0.0,0.0,0.3275403899,3.2754038992,1 Business days,996.7246,95.494,2021-11-11 15:23:35,Mobile Wallet,Bank Account,0.09580780927206703,2021-11-11 15:23:15,Not specified,"{'pay_in_method': 'TapNGo', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",GB,GBP,
16,Western Union,Payment company,"phone, online",1000,1000.0,128.33,0.094727,1.1281,15.0,1.4209,1.5,2.6281014359,26.2810143586,1 Business days,988.719,94.727,2021-11-11 15:23:35,Credit Card,Bank Account,0.09580780927206703,2021-11-11 15:23:15,Not specified,"{'pay_in_method': 'CreditCard', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",GB,GBP,
17,Western Union,Payment company,"phone, online",1000,1000.0,128.33,0.095494,0.3275,0.0,0.0,0.0,0.3275403899,3.2754038992,1 Business days,996.7246,95.494,2021-11-11 15:23:35,Bank Account,Bank Account,0.09580780927206703,2021-11-11 15:23:15,Not specified,"{'pay_in_method': 'WUPay', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",GB,GBP,
18,Western Union,Payment company,"phone, online",1000,1000.0,128.33,0.094727,1.1281,15.0,1.4209,1.5,2.6281014359,26.2810143586,1 Business days,988.719,94.727,2021-11-11 15:23:35,Debit Card,Bank Account,0.09580780927206703,2021-11-11 15:23:15,Not specified,"{'pay_in_method': 'DebitCard', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",GB,GBP,
19,Wing Lung bank,Bank,"phone, online",1000,1000.0,128.33,0.0959969281,-0.1386,100.0,9.5997,10.0,9.8614413509,98.6144135091,,1001.3856,95.9969,2021-11-11 16:57:07,Bank Account,Bank Account,0.0958641000962464,2021-11-11 16:56:14,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",GB,GBP,
20,Wirebarley Australia Pty Ltd,Payment company,,1000,1000.0,128.33,0.0945853,1.3732,20.0,1.8917,2.0,3.3732378848,33.7323788484,,986.2676,94.5853,2021-11-11 17:07:11,Bank Account,Bank Account,0.09590226625259862,2021-11-11 17:06:14,Not specified,"{'pay_in_method': 'Bank Transfer (Deposit)', 'pay_out_method': 'Bank Deposit', 'location_from': '', 'location_to': ''}",GB,GBP,
21,Wise,Payment company,online,1000,967.40978,128.33,0.0958647,0.0256,32.59022,3.1243,3.3688123351,3.2846270451,32.8379257107,,967.1621,92.7404,2021-11-11 16:58:29,Credit Card,Bank Account,0.0958892524863651,2021-11-11 16:58:15,Not specified,"{'pay_in_method': 'CREDIT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",GB,GBP,
22,Wise,Payment company,online,1000,967.40978,128.33,0.0958647,0.0256,32.59022,3.1243,3.3688123351,3.2846270451,32.8379257107,,967.1621,92.7404,2021-11-11 16:58:29,Debit Card,Bank Account,0.0958892524863651,2021-11-11 16:58:15,Not specified,"{'pay_in_method': 'DEBIT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",GB,GBP,
23,Wise,Payment company,online,1000,993.67855,128.33,0.0958647,0.0256,6.32145,0.606,0.6361664947,0.6577500451,6.5758818411,,993.4241,95.2587,2021-11-11 16:58:28,Bank Account,Bank Account,0.0958892524863651,2021-11-11 16:58:15,Not specified,"{'pay_in_method': 'REGULAR', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",GB,GBP,
24,WorldRemit,Payment company,online,1000,1000.0,128.33,0.0931,2.1519,25.0,2.3275,2.5,4.6519472681,46.5194726807,,978.4805,93.1,2021-11-04 23:31:22,Debit Card,Bank Account,0.09514752455530645,2021-11-04 23:30:51,Not specified,"{'pay_in_method': 'Debit / Credit Card_Debit Card', 'pay_out_method': 'BNK', 'location_from': '', 'location_to': ''}",GB,GBP,
25,WorldRemit,Payment company,online,1000,1000.0,128.33,0.09379,2.1636,25.0,2.3448,2.5,4.6635837547,46.6358375467,Next working day,978.3642,93.79,2021-11-11 16:55:40,Debit Card,Bank Account,0.0958641000962464,2021-11-11 16:55:14,Not specified,"{'pay_in_method': 'Debit / Credit Card_Debit Card', 'pay_out_method': 'Any GBP account at any bank WOR / BNK', 'location_from': '', 'location_to': ''}",GB,GBP,
26,WorldRemit,Payment company,online,1000,1000.0,128.33,0.09379,2.1636,25.0,2.3448,2.5,4.6635837547,46.6358375467,Next working day,978.3642,93.79,2021-11-11 16:55:40,Credit Card,Bank Account,0.0958641000962464,2021-11-11 16:55:14,Not specified,"{'pay_in_method': 'Debit / Credit Card_Credit Card', 'pay_out_method': 'Any GBP account at any bank WOR / BNK', 'location_from': '', 'location_to': ''}",GB,GBP,
27,WorldRemit,Payment company,online,1000,1000.0,128.33,0.0931,2.1519,25.0,2.3275,2.5,4.6519472681,46.5194726807,,978.4805,93.1,2021-11-04 23:31:22,Credit Card,Bank Account,0.09514752455530645,2021-11-04 23:30:51,Not specified,"{'pay_in_method': 'Debit / Credit Card_Credit Card', 'pay_out_method': 'BNK', 'location_from': '', 'location_to': ''}",GB,GBP,
28,Xendpay,Payment company,"phone, online",1000,1000.0,128.33,0.09541,0.5133,0.0,0.0,0.0,0.5132999165,5.132999165,,994.867,95.41,2021-11-11 17:06:14,Bank Account,Bank Account,0.09590226625259862,2021-11-11 17:06:14,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",GB,GBP,
