,name,provider_type,transfer_methods,send_amount,conversion_amount,send_amount_usd,fx_rate,fx_margin,fee_from_currency,fee_to_currency,fee_margin,total_margin,total_cost,transfer_speed,received_amount_from_currency,received_amount_to_currency,collected_timestamp,pay_in_method,pay_out_method,mid-market_rate,mid-market_rate_timestamp,customer_price_type,source_data,to_country,to_currency,status
10,OCBC Wing Hang Bank Hong Kong,Payment company,"phone, online",25000,25000.0,3205.5,0.1746724891,0.355,115.0,20.0873,0.46,0.8149761744,203.7440436046,Not specified,24911.256,4366.8122,2021-12-13 09:06:08,Bank Account,Bank Account,0.17529474365796274,2021-12-13 09:05:34,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",SG,SGD,
11,OFX,Payment company,,25000,25000.0,3205.5,0.17149475,2.007,60.0,10.2897,0.24,2.2470390777,561.7597694175,Not specified,24498.2402,4287.3688,2021-12-13 05:20:11,Bank Account,Bank Account,0.17500721315679799,2021-12-13 05:19:41,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",SG,SGD,
12,Public Bank Hong Kong,Payment company,"phone, online",25000,25000.0,3205.5,0.1745627204,0.4176,60.0,10.4738,0.24,0.6575956776,164.3989193932,Not specified,24895.6011,4364.068,2021-12-13 09:06:08,Bank Account,Bank Account,0.17529474365796274,2021-12-13 09:05:34,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",SG,SGD,
13,Shanghai Commercial Bank,Payment company,"phone, online",25000,25000.0,3205.5,0.173837462,0.8399,170.0,29.5524,0.68,1.5198568074,379.9642018476,Not specified,24790.0358,4345.9365,2021-12-13 09:08:13,Bank Account,Bank Account,0.1753098133747059,2021-12-13 09:07:39,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",SG,SGD,
14,Wing Lung bank,Bank,"phone, online",25000,25000.0,3205.5,0.1758087201,-0.2999,100.0,17.5809,0.4,0.1000995553,25.0248888202,Not specified,25074.9751,4395.218,2021-12-13 08:57:07,Bank Account,Bank Account,0.17528304547960663,2021-12-13 08:56:33,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",SG,SGD,
15,Wirebarley Australia Pty Ltd,Payment company,,25000,25000.0,3205.5,0.1737111,0.8993,20.0,3.4742,0.08,0.9793454672,244.8363668117,Not specified,24775.1636,4342.7775,2021-12-13 08:52:34,Bank Account,Bank Account,0.17528754055059048,2021-12-13 08:51:34,Not specified,"{'pay_in_method': 'Bank Transfer (Deposit)', 'pay_out_method': 'Bank Deposit', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",SG,SGD,
16,Wirebarley Australia Pty Ltd,Payment company,,25000,25000.0,3205.5,0.1737111,0.8993,20.0,3.4742,0.08,0.9793454672,244.8363668117,Not specified,24775.1636,4342.7775,2021-12-13 08:52:34,Bank Account,Bank Account,0.17528754055059048,2021-12-13 08:51:34,Not specified,"{'pay_in_method': 'Bank Transfer (Deposit)', 'pay_out_method': 'PayNow', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",SG,SGD,
17,Wise,Payment company,online,25000,24886.41924,3205.5,0.17506,-0.0076,113.58076,19.8834,0.4563965547,0.4487634472,111.6811528691,Not specified,24888.3188,4356.6166,2021-12-13 07:59:11,Bank Account,Bank Account,0.17504663850192645,2021-12-13 07:58:39,Not specified,"{'pay_in_method': 'REGULAR', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",SG,SGD,
18,WorldRemit,Payment company,online,25000,25000.0,3205.5,0.17023,2.6658,25.0,4.2558,0.1,2.7658071044,691.4517760915,Not specified,24333.5482,4255.75,2021-12-10 22:39:55,Debit Card,Bank Account,0.17489229112171104,2021-12-10 21:59:59,Not specified,"{'pay_in_method': 'Debit / Credit Card_Debit Card', 'pay_out_method': 'BNK', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",SG,SGD,
19,WorldRemit,Payment company,online,25000,25000.0,3205.5,0.17041,2.6923,25.0,4.2603,0.1,2.7922900084,698.0725021052,1-3 days,24326.9275,4260.25,2021-12-13 07:19:49,Debit Card,Bank Account,0.17512486936004054,2021-12-13 07:19:39,Not specified,"{'pay_in_method': 'Debit / Credit Card_Debit Card', 'pay_out_method': 'Any SGD account at any bank / BNK', 'location_from': '', 'location_to': '', 'transfer_speed': 'Within 3 working days'}",SG,SGD,
20,WorldRemit,Payment company,online,25000,25000.0,3205.5,0.17041,2.6923,25.0,4.2603,0.1,2.7922900084,698.0725021052,1-3 days,24326.9275,4260.25,2021-12-13 07:19:49,Credit Card,Bank Account,0.17512486936004054,2021-12-13 07:19:39,Not specified,"{'pay_in_method': 'Debit / Credit Card_Credit Card', 'pay_out_method': 'Any SGD account at any bank / BNK', 'location_from': '', 'location_to': '', 'transfer_speed': 'Within 3 working days'}",SG,SGD,
21,WorldRemit,Payment company,online,25000,25000.0,3205.5,0.17023,2.6658,25.0,4.2558,0.1,2.7658071044,691.4517760915,Not specified,24333.5482,4255.75,2021-12-10 22:39:55,Credit Card,Bank Account,0.17489229112171104,2021-12-10 21:59:59,Not specified,"{'pay_in_method': 'Debit / Credit Card_Credit Card', 'pay_out_method': 'BNK', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",SG,SGD,
22,Xendpay,Payment company,"phone, online",25000,25000.0,3205.5,0.17456,0.1575,0.0,0.0,0.0,0.1575176561,39.3794140296,Not specified,24960.6206,4364.0,2021-12-10 21:46:44,Bank Account,Bank Account,0.17483539661881894,2021-12-10 21:46:37,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",SG,SGD,
23,Xpress Money,Payment company,,25000,25000.0,3205.5,0.170165,2.8741,350.0,59.5578,1.4,4.2741342347,1068.5335586739,Not specified,24281.4664,4254.125,2021-12-13 08:26:44,Cash,Bank Account,0.1752004974773539,2021-12-13 08:26:35,Not specified,"{'pay_in_method': 'Cash', 'pay_out_method': 'AC', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",SG,SGD,
