,name,provider_type,transfer_methods,send_amount,conversion_amount,send_amount_usd,fx_rate,fx_margin,fee_from_currency,fee_to_currency,fee_margin,total_margin,total_cost,transfer_speed,received_amount_from_currency,received_amount_to_currency,collected_timestamp,pay_in_method,pay_out_method,mid-market_rate,mid-market_rate_timestamp,customer_price_type,source_data,to_country,to_currency,status
10,OCBC Wing Hang Bank Hong Kong,Payment company,"phone, online",1000,1000.0,128.22,0.1746724891,0.355,115.0,20.0873,11.5,11.8549761744,118.5497617442,Not specified,996.4502,174.6725,2021-12-13 09:06:08,Bank Account,Bank Account,0.17529474365796274,2021-12-13 09:05:34,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",SG,SGD,
11,Public Bank Hong Kong,Payment company,"phone, online",1000,1000.0,128.22,0.1745627204,0.4176,60.0,10.4738,6.0,6.4175956776,64.1759567757,Not specified,995.824,174.5627,2021-12-13 09:06:08,Bank Account,Bank Account,0.17529474365796274,2021-12-13 09:05:34,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",SG,SGD,
12,Shanghai Commercial Bank,Payment company,"phone, online",1000,1000.0,128.22,0.173837462,0.8399,170.0,29.5524,17.0,17.8398568074,178.3985680739,Not specified,991.6014,173.8375,2021-12-13 09:08:13,Bank Account,Bank Account,0.1753098133747059,2021-12-13 09:07:39,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",SG,SGD,
13,Western Union,Payment company,"phone, online",1000,1000.0,128.22,0.1744429,0.4932,0.0,0.0,0.0,0.4932277539,4.9322775389,Within 24 hours,995.0677,174.4429,2021-12-13 09:01:32,Mobile Wallet,Bank Account,0.17530756556804267,2021-12-13 09:00:33,Not specified,"{'pay_in_method': 'TapNGo', 'pay_out_method': 'BA', 'location_from': '', 'location_to': '', 'transfer_speed': '1 Business days'}",SG,SGD,
14,Western Union,Payment company,"phone, online",1000,1000.0,128.22,0.1744429,0.4932,0.0,0.0,0.0,0.4932277539,4.9322775389,Within 24 hours,995.0677,174.4429,2021-12-13 09:01:32,Bank Account,Bank Account,0.17530756556804267,2021-12-13 09:00:33,Not specified,"{'pay_in_method': 'WUPay', 'pay_out_method': 'BA', 'location_from': '', 'location_to': '', 'transfer_speed': '1 Business days'}",SG,SGD,
15,Western Union,Payment company,"phone, online",1000,1000.0,128.22,0.1730404,1.2933,15.0,2.5956,1.5,2.7932502717,27.9325027171,Within 24 hours,987.0675,173.0404,2021-12-13 09:01:32,Credit Card,Bank Account,0.17530756556804267,2021-12-13 09:00:33,Not specified,"{'pay_in_method': 'CreditCard', 'pay_out_method': 'BA', 'location_from': '', 'location_to': '', 'transfer_speed': '1 Business days'}",SG,SGD,
16,Western Union,Payment company,"phone, online",1000,1000.0,128.22,0.1730404,1.2933,15.0,2.5956,1.5,2.7932502717,27.9325027171,Within 24 hours,987.0675,173.0404,2021-12-13 09:01:32,Debit Card,Bank Account,0.17530756556804267,2021-12-13 09:00:33,Not specified,"{'pay_in_method': 'DebitCard', 'pay_out_method': 'BA', 'location_from': '', 'location_to': '', 'transfer_speed': '1 Business days'}",SG,SGD,
17,Wing Lung bank,Bank,"phone, online",1000,1000.0,128.22,0.1758087201,-0.2999,100.0,17.5809,10.0,9.7000995553,97.0009955528,Not specified,1002.999,175.8087,2021-12-13 08:57:07,Bank Account,Bank Account,0.17528304547960663,2021-12-13 08:56:33,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",SG,SGD,
18,Wirebarley Australia Pty Ltd,Payment company,,1000,1000.0,128.22,0.1731852,1.1994,20.0,3.4637,2.0,3.1993667913,31.9936679127,Not specified,988.0063,173.1852,2021-12-13 08:52:34,Bank Account,Bank Account,0.17528754055059048,2021-12-13 08:51:34,Not specified,"{'pay_in_method': 'Bank Transfer (Deposit)', 'pay_out_method': 'Bank Deposit', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",SG,SGD,
19,Wirebarley Australia Pty Ltd,Payment company,,1000,1000.0,128.22,0.1731852,1.1994,20.0,3.4637,2.0,3.1993667913,31.9936679127,Not specified,988.0063,173.1852,2021-12-13 08:52:34,Bank Account,Bank Account,0.17528754055059048,2021-12-13 08:51:34,Not specified,"{'pay_in_method': 'Bank Transfer (Deposit)', 'pay_out_method': 'PayNow', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",SG,SGD,
20,Wise,Payment company,online,1000,991.53924,128.22,0.17506,-0.0076,8.46076,1.4811,0.8532955287,0.8456624212,8.385074744,Not specified,991.6149,173.5789,2021-12-13 07:59:11,Bank Account,Bank Account,0.17504663850192645,2021-12-13 07:58:39,Not specified,"{'pay_in_method': 'REGULAR', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",SG,SGD,
21,Wise,Payment company,online,1000,965.27524,128.22,0.17506,-0.0076,34.72476,6.0789,3.5973946664,3.5897615589,34.6510795034,Not specified,965.3489,168.9811,2021-12-13 07:59:12,Debit Card,Bank Account,0.17504663850192645,2021-12-13 07:58:39,Not specified,"{'pay_in_method': 'DEBIT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",SG,SGD,
22,Wise,Payment company,online,1000,965.27524,128.22,0.17506,-0.0076,34.72476,6.0789,3.5973946664,3.5897615589,34.6510795034,Not specified,965.3489,168.9811,2021-12-13 07:59:12,Credit Card,Bank Account,0.17504663850192645,2021-12-13 07:58:39,Not specified,"{'pay_in_method': 'CREDIT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",SG,SGD,
23,WorldRemit,Payment company,online,1000,1000.0,128.22,0.17023,2.6658,25.0,4.2558,2.5,5.1658071044,51.6580710437,Not specified,973.3419,170.23,2021-12-10 22:39:55,Debit Card,Bank Account,0.17489229112171104,2021-12-10 21:59:59,Not specified,"{'pay_in_method': 'Debit / Credit Card_Debit Card', 'pay_out_method': 'BNK', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",SG,SGD,
24,WorldRemit,Payment company,online,1000,1000.0,128.22,0.17041,2.6923,25.0,4.2603,2.5,5.1922900084,51.9229000842,1-3 days,973.0771,170.41,2021-12-13 07:19:49,Debit Card,Bank Account,0.17512486936004054,2021-12-13 07:19:39,Not specified,"{'pay_in_method': 'Debit / Credit Card_Debit Card', 'pay_out_method': 'Any SGD account at any bank / BNK', 'location_from': '', 'location_to': '', 'transfer_speed': 'Within 3 working days'}",SG,SGD,
25,WorldRemit,Payment company,online,1000,1000.0,128.22,0.17041,2.6923,25.0,4.2603,2.5,5.1922900084,51.9229000842,1-3 days,973.0771,170.41,2021-12-13 07:19:49,Credit Card,Bank Account,0.17512486936004054,2021-12-13 07:19:39,Not specified,"{'pay_in_method': 'Debit / Credit Card_Credit Card', 'pay_out_method': 'Any SGD account at any bank / BNK', 'location_from': '', 'location_to': '', 'transfer_speed': 'Within 3 working days'}",SG,SGD,
26,WorldRemit,Payment company,online,1000,1000.0,128.22,0.17023,2.6658,25.0,4.2558,2.5,5.1658071044,51.6580710437,Not specified,973.3419,170.23,2021-12-10 22:39:55,Credit Card,Bank Account,0.17489229112171104,2021-12-10 21:59:59,Not specified,"{'pay_in_method': 'Debit / Credit Card_Credit Card', 'pay_out_method': 'BNK', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",SG,SGD,
27,Xendpay,Payment company,"phone, online",1000,1000.0,128.22,0.17456,0.1575,0.0,0.0,0.0,0.1575176561,1.5751765612,Not specified,998.4248,174.56,2021-12-10 21:46:44,Bank Account,Bank Account,0.17483539661881894,2021-12-10 21:46:37,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",SG,SGD,
28,Xpress Money,Payment company,,1000,1000.0,128.22,0.170165,2.8741,50.0,8.5083,5.0,7.8741342347,78.741342347,Not specified,971.2587,170.165,2021-12-13 08:26:44,Cash,Bank Account,0.1752004974773539,2021-12-13 08:26:35,Not specified,"{'pay_in_method': 'Cash', 'pay_out_method': 'AC', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",SG,SGD,
