,name,provider_type,transfer_methods,send_amount,conversion_amount,send_amount_usd,fx_rate,fx_margin,fee_from_currency,fee_to_currency,fee_margin,total_margin,total_cost,transfer_speed,received_amount_from_currency,received_amount_to_currency,collected_timestamp,pay_in_method,pay_out_method,mid-market_rate,mid-market_rate_timestamp,customer_price_type,source_data,status
10,OCBC Wing Hang Bank Hong Kong,Payment company,"phone, online",1000,1000.0,128.49,0.1725923369,0.346,115.0,19.8481,11.5,11.8459951708,118.4599517085,,996.54,172.5923,2021-11-01 17:06:09,Bank Account,Bank Account,0.17319157137350635,2021-11-01 17:05:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
11,Public Bank Hong Kong,Payment company,"phone, online",1000,1000.0,128.49,0.1730762574,0.0666,60.0,10.3846,6.0,6.0665817474,60.6658174736,,999.3342,173.0763,2021-11-01 17:06:07,Bank Account,Bank Account,0.17319157137350635,2021-11-01 17:05:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
12,Shanghai Commercial Bank,Payment company,"phone, online",1000,1000.0,128.49,0.1719542602,0.7144,170.0,29.2322,17.0,17.7144176803,177.1441768032,,992.8558,171.9543,2021-11-01 17:08:19,Bank Account,Bank Account,0.17319157137350635,2021-11-01 17:07:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
13,Western Union,Payment company,"phone, online",1000,1000.0,128.49,0.1725893,0.3551,0.0,0.0,0.0,0.3551409888,3.5514098884,1 Business days,996.4486,172.5893,2021-11-01 17:02:46,Mobile Wallet,Bank Account,0.17320441988950275,2021-11-01 17:01:52,Not specified,"{'pay_in_method': 'TapNGo', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",
14,Western Union,Payment company,"phone, online",1000,1000.0,128.49,0.1725893,0.3551,0.0,0.0,0.0,0.3551409888,3.5514098884,1 Business days,996.4486,172.5893,2021-11-01 17:02:46,Bank Account,Bank Account,0.17320441988950275,2021-11-01 17:01:52,Not specified,"{'pay_in_method': 'WUPay', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",
15,Western Union,Payment company,"phone, online",1000,1000.0,128.49,0.1712016,1.1563,15.0,2.568,1.5,2.6563330144,26.5633301435,1 Business days,988.4367,171.2016,2021-11-01 17:02:46,Credit Card,Bank Account,0.17320441988950275,2021-11-01 17:01:52,Not specified,"{'pay_in_method': 'CreditCard', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",
16,Western Union,Payment company,"phone, online",1000,1000.0,128.49,0.1712016,1.1563,15.0,2.568,1.5,2.6563330144,26.5633301435,1 Business days,988.4367,171.2016,2021-11-01 17:02:46,Debit Card,Bank Account,0.17320441988950275,2021-11-01 17:01:52,Not specified,"{'pay_in_method': 'DebitCard', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",
17,Wing Lung bank,Bank,"phone, online",1000,1000.0,128.49,0.1737015807,-0.2945,100.0,17.3702,10.0,9.7055230189,97.0552301891,,1002.9448,173.7016,2021-11-01 16:57:07,Bank Account,Bank Account,0.17319157137350635,2021-11-01 16:56:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
18,Wirebarley Australia Pty Ltd,Payment company,,1000,1000.0,128.49,0.1711242,1.1937,20.0,3.4225,2.0,3.1936905226,31.9369052265,,988.0631,171.1242,2021-11-01 17:07:18,Bank Account,Bank Account,0.17319157137350635,2021-11-01 17:06:52,Not specified,"{'pay_in_method': 'Bank Transfer (Deposit)', 'pay_out_method': 'Bank Deposit', 'location_from': '', 'location_to': ''}",
19,Wirebarley Australia Pty Ltd,Payment company,,1000,1000.0,128.49,0.1711242,1.1937,20.0,3.4225,2.0,3.1936905226,31.9369052265,,988.0631,171.1242,2021-11-01 17:07:18,Bank Account,Bank Account,0.17319157137350635,2021-11-01 17:06:52,Not specified,"{'pay_in_method': 'Bank Transfer (Deposit)', 'pay_out_method': 'PayNow', 'location_from': '', 'location_to': ''}",
20,Wise,Payment company,online,1000,991.54118,128.49,0.173204,0.0077,8.45882,1.4651,0.8530982042,0.8535419785,8.5347718411,,991.4652,171.7389,2021-11-01 17:00:06,Bank Account,Bank Account,0.17321726840549914,2021-11-01 16:59:52,Not specified,"{'pay_in_method': 'REGULAR', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
21,Wise,Payment company,online,1000,965.2725,128.49,0.173204,0.0077,34.7275,6.0149,3.5976887356,3.4804099785,34.8014396659,,965.1986,167.1891,2021-11-01 17:00:15,Debit Card,Bank Account,0.17321726840549914,2021-11-01 16:59:52,Not specified,"{'pay_in_method': 'DEBIT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
22,Wise,Payment company,online,1000,965.2725,128.49,0.173204,0.0077,34.7275,6.0149,3.5976887356,3.4804099785,34.8014396659,,965.1986,167.1891,2021-11-01 17:00:15,Credit Card,Bank Account,0.17321726840549914,2021-11-01 16:59:52,Not specified,"{'pay_in_method': 'CREDIT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
23,WorldRemit,Payment company,online,1000,1000.0,128.49,0.16867,2.7059,25.0,4.2168,2.5,5.205879279,52.0587927901,Within 3 working days,972.9412,168.67,2021-10-16 16:19:13,Debit Card,Bank Account,0.17336093769087835,2021-10-15 21:00:00,Not specified,"{'pay_in_method': 'Debit / Credit Card_Debit Card', 'pay_out_method': 'Any SGD account at any bank / BNK', 'location_from': '', 'location_to': ''}",
24,WorldRemit,Payment company,online,1000,1000.0,128.49,0.16867,2.7059,25.0,4.2168,2.5,5.205879279,52.0587927901,Within 3 working days,972.9412,168.67,2021-10-16 16:19:13,Credit Card,Bank Account,0.17336093769087835,2021-10-15 21:00:00,Not specified,"{'pay_in_method': 'Debit / Credit Card_Credit Card', 'pay_out_method': 'Any SGD account at any bank / BNK', 'location_from': '', 'location_to': ''}",
25,Xendpay,Payment company,"phone, online",1000,1000.0,128.49,0.17294,0.1453,0.0,0.0,0.0,0.1452561297,1.4525612968,,998.5474,172.94,2021-11-01 17:06:40,Bank Account,Bank Account,0.17319157137350635,2021-11-01 17:05:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
26,Xpress Money,Payment company,,1000,1000.0,128.49,0.170165,1.7561,50.0,8.5083,5.0,6.7560788917,67.5607889173,,982.4392,170.165,2021-11-01 16:27:15,Cash,Bank Account,0.17320664533785607,2021-11-01 16:26:52,Not specified,"{'pay_in_method': 'Cash', 'pay_out_method': 'AC', 'location_from': '', 'location_to': ''}",
