,name,provider_type,transfer_methods,send_amount,conversion_amount,send_amount_usd,fx_rate,fx_margin,fee_from_currency,fee_to_currency,fee_margin,total_margin,total_cost,transfer_speed,received_amount_from_currency,received_amount_to_currency,collected_timestamp,pay_in_method,pay_out_method,mid-market_rate,mid-market_rate_timestamp,customer_price_type,source_data,status
10,OCBC Wing Hang Bank Hong Kong,Payment company,"phone, online",5000,5000.0,642.43,0.0937031484,0.3241,115.0,10.7759,2.3,2.6241103899,131.2055194953,,4983.7945,468.5157,2021-11-01 16:51:10,Bank Account,Bank Account,0.0940078375947578,2021-11-01 16:50:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
11,OFX,Payment company,,5000,5000.0,642.43,0.09164725,2.3472,60.0,5.4988,1.2,3.5471773169,177.3588658447,,4882.6411,458.2363,2021-11-01 13:17:27,Bank Account,Bank Account,0.09385007773651817,2021-11-01 13:16:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
12,Public Bank Hong Kong,Payment company,"phone, online",5000,5000.0,642.43,0.0937901539,0.2316,60.0,5.6274,1.2,1.4315590813,71.5779540666,,4988.422,468.9508,2021-11-01 16:51:09,Bank Account,Bank Account,0.0940078375947578,2021-11-01 16:50:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
13,Shanghai Commercial Bank,Payment company,"phone, online",5000,5000.0,642.43,0.0937207123,0.32,170.0,15.9325,3.4,3.7200044201,186.0002210045,,4983.9998,468.6036,2021-11-01 16:53:09,Bank Account,Bank Account,0.09402158550687395,2021-11-01 16:52:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
14,Skrill,Payment company,,5000,5000.0,642.43,0.0913,2.9124,0.0,0.0,0.0,2.9124174755,145.6208737758,up to 1 hours,4854.3791,456.5,2021-11-01 16:58:46,Debit Card,Bank Account,0.09403880251830914,2021-11-01 16:57:52,Not specified,"{'pay_in_method': 'DEBIT_CARD', 'pay_out_method': 'BANK', 'location_from': '', 'location_to': ''}",
15,Skrill,Payment company,,5000,5000.0,642.43,0.0913,2.9124,99.4995995996,9.0843,1.989991992,4.9024094675,245.1204733754,up to 1 hours,4854.3791,456.5,2021-11-01 16:58:45,Credit Card,Bank Account,0.09403880251830914,2021-11-01 16:57:52,Not specified,"{'pay_in_method': 'CREDIT_CARD', 'pay_out_method': 'BANK', 'location_from': '', 'location_to': ''}",
16,Western Union,Payment company,"phone, online",5000,5000.0,642.43,0.0937047,0.3588,0.0,0.0,0.0,0.3588211851,17.9410592543,1 Business days,4982.0589,468.5235,2021-11-01 17:01:52,Mobile Wallet,Bank Account,0.0940421431324682,2021-11-01 17:01:52,Not specified,"{'pay_in_method': 'TapNGo', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",
17,Western Union,Payment company,"phone, online",5000,5000.0,642.43,0.092952,1.1592,30.0,2.7886,0.6,1.759207028,87.9603513997,1 Business days,4942.0396,464.76,2021-11-01 17:01:52,Credit Card,Bank Account,0.0940421431324682,2021-11-01 17:01:52,Not specified,"{'pay_in_method': 'CreditCard', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",
18,Western Union,Payment company,"phone, online",5000,5000.0,642.43,0.0937047,0.3588,0.0,0.0,0.0,0.3588211851,17.9410592543,1 Business days,4982.0589,468.5235,2021-11-01 17:01:52,Bank Account,Bank Account,0.0940421431324682,2021-11-01 17:01:52,Not specified,"{'pay_in_method': 'WUPay', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",
19,Western Union,Payment company,"phone, online",5000,5000.0,642.43,0.092952,1.1592,30.0,2.7886,0.6,1.759207028,87.9603513997,1 Business days,4942.0396,464.76,2021-11-01 17:01:52,Debit Card,Bank Account,0.0940421431324682,2021-11-01 17:01:52,Not specified,"{'pay_in_method': 'DebitCard', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",
20,Wing Lung bank,Bank,"phone, online",5000,5000.0,642.43,0.0941176471,-0.0949,100.0,9.4118,2.0,1.9050799088,95.2539954414,,5004.746,470.5882,2021-11-01 16:57:07,Bank Account,Bank Account,0.09402839522035204,2021-11-01 16:56:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
21,Wirebarley Australia Pty Ltd,Payment company,,5000,5000.0,642.43,0.0928417,1.2621,20.0,1.8568,0.4,1.6620604846,83.1030242285,,4936.897,464.2085,2021-11-01 16:52:20,Bank Account,Bank Account,0.09402839522035204,2021-11-01 16:51:51,Not specified,"{'pay_in_method': 'Bank Transfer (Deposit)', 'pay_out_method': 'Bank Deposit', 'location_from': '', 'location_to': ''}",
22,Wise,Payment company,online,5000,4845.16637,642.43,0.0940388,0.0255,154.83363,14.5604,3.1956308241,3.1222185499,156.0713737729,,4843.9286,455.6336,2021-11-01 16:59:30,Credit Card,Bank Account,0.09406282924322242,2021-11-01 16:58:52,Not specified,"{'pay_in_method': 'CREDIT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
23,Wise,Payment company,online,5000,4845.16637,642.43,0.0940388,0.0255,154.83363,14.5604,3.1956308241,3.1222185499,156.0713737729,,4843.9286,455.6336,2021-11-01 16:59:30,Debit Card,Bank Account,0.09406282924322242,2021-11-01 16:58:52,Not specified,"{'pay_in_method': 'DEBIT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
24,Wise,Payment company,online,5000,4976.55876,642.43,0.0940388,0.0255,23.44124,2.2044,0.4710331201,0.4943707499,24.712549207,,4975.2875,467.9896,2021-11-01 16:59:21,Bank Account,Bank Account,0.09406282924322242,2021-11-01 16:58:52,Not specified,"{'pay_in_method': 'REGULAR', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
25,WorldRemit,Payment company,online,5000,5000.0,642.43,0.09171,1.926,25.0,2.2928,0.5,2.4259810669,121.2990533462,Next working day,4903.7009,458.55,2021-10-16 16:18:02,Debit Card,Bank Account,0.09351100423709742,2021-10-15 21:00:10,Not specified,"{'pay_in_method': 'Debit / Credit Card_Debit Card', 'pay_out_method': 'Any GBP account at any bank WOR / BNK', 'location_from': '', 'location_to': ''}",
26,WorldRemit,Payment company,online,5000,5000.0,642.43,0.09171,1.926,25.0,2.2928,0.5,2.4259810669,121.2990533462,Next working day,4903.7009,458.55,2021-10-16 16:18:02,Credit Card,Bank Account,0.09351100423709742,2021-10-15 21:00:10,Not specified,"{'pay_in_method': 'Debit / Credit Card_Credit Card', 'pay_out_method': 'Any GBP account at any bank WOR / BNK', 'location_from': '', 'location_to': ''}",
27,Xendpay,Payment company,"phone, online",5000,5000.0,642.43,0.09352,0.4983,0.0,0.0,0.0,0.4983160675,24.9158033744,,4975.0842,467.6,2021-11-01 16:46:26,Bank Account,Bank Account,0.09398835909493891,2021-11-01 16:45:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
