,name,provider_type,transfer_methods,send_amount,conversion_amount,send_amount_usd,fx_rate,fx_margin,fee_from_currency,fee_to_currency,fee_margin,total_margin,total_cost,transfer_speed,received_amount_from_currency,received_amount_to_currency,collected_timestamp,pay_in_method,pay_out_method,mid-market_rate,mid-market_rate_timestamp,customer_price_type,source_data,status
10,OCBC Wing Hang Bank Hong Kong,Payment company,"phone, online",100,100.0,12.85,0.0937031484,0.3241,115.0,10.7759,115.0,115.3241103899,115.3241103899,,99.6759,9.3703,2021-11-01 16:51:10,Bank Account,Bank Account,0.0940078375947578,2021-11-01 16:50:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
11,Public Bank Hong Kong,Payment company,"phone, online",100,100.0,12.85,0.0937901539,0.2316,60.0,5.6274,60.0,60.2315590813,60.2315590813,,99.7684,9.379,2021-11-01 16:51:09,Bank Account,Bank Account,0.0940078375947578,2021-11-01 16:50:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
12,Shanghai Commercial Bank,Payment company,"phone, online",100,100.0,12.85,0.0937207123,0.32,170.0,15.9325,170.0,170.3200044201,170.3200044201,,99.68,9.3721,2021-11-01 16:53:09,Bank Account,Bank Account,0.09402158550687395,2021-11-01 16:52:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
13,Skrill,Payment company,,100,100.0,12.85,0.0913,2.9124,0.0,0.0,0.0,2.9124174755,2.9124174755,up to 1 hours,97.0876,9.13,2021-11-01 16:58:46,Debit Card,Bank Account,0.09403880251830914,2021-11-01 16:57:52,Not specified,"{'pay_in_method': 'DEBIT_CARD', 'pay_out_method': 'BANK', 'location_from': '', 'location_to': ''}",
14,Skrill,Payment company,,100,100.0,12.85,0.0913,2.9124,1.9900900901,0.1817,1.9900900901,4.9025075656,4.9025075656,up to 1 hours,97.0876,9.13,2021-11-01 16:58:45,Credit Card,Bank Account,0.09403880251830914,2021-11-01 16:57:52,Not specified,"{'pay_in_method': 'CREDIT_CARD', 'pay_out_method': 'BANK', 'location_from': '', 'location_to': ''}",
15,Western Union,Payment company,"phone, online",100,100.0,12.85,0.0937047,0.3588,0.0,0.0,0.0,0.3588211851,0.3588211851,1 Business days,99.6412,9.3705,2021-11-01 17:01:54,Mobile Wallet,Bank Account,0.0940421431324682,2021-11-01 17:01:52,Not specified,"{'pay_in_method': 'TapNGo', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",
16,Western Union,Payment company,"phone, online",100,100.0,12.85,0.092952,1.1592,15.0,1.3943,15.0,16.159207028,16.159207028,1 Business days,98.8408,9.2952,2021-11-01 17:01:54,Credit Card,Bank Account,0.0940421431324682,2021-11-01 17:01:52,Not specified,"{'pay_in_method': 'CreditCard', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",
17,Western Union,Payment company,"phone, online",100,100.0,12.85,0.0937047,0.3588,0.0,0.0,0.0,0.3588211851,0.3588211851,1 Business days,99.6412,9.3705,2021-11-01 17:01:54,Bank Account,Bank Account,0.0940421431324682,2021-11-01 17:01:52,Not specified,"{'pay_in_method': 'WUPay', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",
18,Western Union,Payment company,"phone, online",100,100.0,12.85,0.092952,1.1592,15.0,1.3943,15.0,16.159207028,16.159207028,1 Business days,98.8408,9.2952,2021-11-01 17:01:54,Debit Card,Bank Account,0.0940421431324682,2021-11-01 17:01:52,Not specified,"{'pay_in_method': 'DebitCard', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",
19,Wing Lung bank,Bank,"phone, online",100,100.0,12.85,0.0941176471,-0.0949,100.0,9.4118,100.0,99.9050799088,99.9050799088,,100.0949,9.4118,2021-11-01 16:57:07,Bank Account,Bank Account,0.09402839522035204,2021-11-01 16:56:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
20,Wirebarley Australia Pty Ltd,Payment company,,100,100.0,12.85,0.0927477,1.362,20.0,1.855,20.0,21.362030286,21.362030286,,98.638,9.2748,2021-11-01 16:52:20,Bank Account,Bank Account,0.09402839522035204,2021-11-01 16:51:51,Not specified,"{'pay_in_method': 'Bank Transfer (Deposit)', 'pay_out_method': 'Bank Deposit', 'location_from': '', 'location_to': ''}",
21,Wise,Payment company,online,100,94.91037,12.85,0.0940388,0.0255,5.08963,0.4786,5.3625647018,5.1151759499,5.1138757556,,94.8861,8.9253,2021-11-01 16:59:30,Credit Card,Bank Account,0.09406282924322242,2021-11-01 16:58:52,Not specified,"{'pay_in_method': 'CREDIT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
22,Wise,Payment company,online,100,94.91037,12.85,0.0940388,0.0255,5.08963,0.4786,5.3625647018,5.1151759499,5.1138757556,,94.8861,8.9253,2021-11-01 16:59:30,Debit Card,Bank Account,0.09406282924322242,2021-11-01 16:58:52,Not specified,"{'pay_in_method': 'DEBIT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
23,Wise,Payment company,online,100,97.53076,12.85,0.0940388,0.0255,2.46924,0.2322,2.5317551099,2.4947859499,2.4941551591,,97.5058,9.1717,2021-11-01 16:59:21,Bank Account,Bank Account,0.09406282924322242,2021-11-01 16:58:52,Not specified,"{'pay_in_method': 'REGULAR', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
24,WorldRemit,Payment company,online,100,100.0,12.85,0.09171,1.926,25.0,2.2928,25.0,26.9259810669,26.9259810669,Next working day,98.074,9.171,2021-10-16 16:18:02,Debit Card,Bank Account,0.09351100423709742,2021-10-15 21:00:10,Not specified,"{'pay_in_method': 'Debit / Credit Card_Debit Card', 'pay_out_method': 'Any GBP account at any bank WOR / BNK', 'location_from': '', 'location_to': ''}",
25,WorldRemit,Payment company,online,100,100.0,12.85,0.09171,1.926,25.0,2.2928,25.0,26.9259810669,26.9259810669,Next working day,98.074,9.171,2021-10-16 16:18:02,Credit Card,Bank Account,0.09351100423709742,2021-10-15 21:00:10,Not specified,"{'pay_in_method': 'Debit / Credit Card_Credit Card', 'pay_out_method': 'Any GBP account at any bank WOR / BNK', 'location_from': '', 'location_to': ''}",
26,Xendpay,Payment company,"phone, online",100,100.0,12.85,0.09352,0.4983,0.0,0.0,0.0,0.4983160675,0.4983160675,,99.5017,9.352,2021-11-01 16:46:26,Bank Account,Bank Account,0.09398835909493891,2021-11-01 16:45:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
