,Unnamed: 0,name,provider_type,transfer_methods,send_amount,conversion_amount,send_amount_usd,fx_rate,fx_margin,fee_from_currency,fee_to_currency,fee_margin,total_margin,total_cost,transfer_speed,received_amount_from_currency,received_amount_to_currency,collected_timestamp,pay_in_method,pay_out_method,mid-market_rate,mid-market_rate_timestamp,customer_price_type,source_data,to_country,to_currency,status
12,12,Shanghai Commercial Bank,Payment company,"phone, online",75000,75000.0,9620.13,0.0958772771,0.5025,170.0,16.2991,0.22666666670000002,0.7291276752,546.8457564002999,Not specified,74623.1542,7190.7958,2021-11-25 14:23:09,Bank Account,Bank Account,0.0963614558281225,2021-11-25 14:22:56,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
13,13,Skrill,Payment company,,75000,75000.0,9620.13,0.0936,2.8294,0.0,0.0,0.0,2.8294233788,2122.0675340858998,Within 24 hours,72877.9325,7020.0,2021-11-25 13:31:01,Debit Card,Bank Account,0.09632545494184183,2021-11-25 13:30:56,Not specified,"{'pay_in_method': 'DEBIT_CARD', 'pay_out_method': 'BANK', 'location_from': '', 'location_to': '', 'transfer_speed': 'up to 1 hours'}",GB,GBP,
14,14,Skrill,Payment company,,75000,75000.0,9620.13,0.0936,2.8294,1492.4925925926002,139.6973,1.9899901235,4.8194135023,3614.5601266784997,Within 24 hours,72877.9325,7020.0,2021-11-25 13:30:59,Credit Card,Bank Account,0.09632545494184183,2021-11-25 13:30:56,Not specified,"{'pay_in_method': 'CREDIT_CARD', 'pay_out_method': 'BANK', 'location_from': '', 'location_to': '', 'transfer_speed': 'up to 1 hours'}",GB,GBP,
15,15,Wing Lung bank,Bank,"phone, online",75000,75000.0,9620.13,0.09643201539999999,-0.1225,100.0,9.6432,0.1333333333,0.0108547969,8.1410976695,Not specified,75091.8589,7232.4012,2021-11-25 14:12:18,Bank Account,Bank Account,0.096314051388595,2021-11-25 14:11:53,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
16,16,Wise,Payment company,online,75000,74676.95855,9620.13,0.0963317,-0.0044,323.04145,31.1191,0.43258517259999996,0.42814524270000004,319.7258453975,Not specified,74680.2742,7193.7584,2021-11-25 13:59:17,Bank Account,Bank Account,0.09632742312994966,2021-11-25 13:58:54,Not specified,"{'pay_in_method': 'REGULAR', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
17,17,Xendpay,Payment company,"phone, online",75000,75000.0,9620.13,0.09584,0.5017,0.0,0.0,0.0,0.5016593859,376.24453939160003,Not specified,74623.7555,7188.0,2021-11-25 14:06:53,Bank Account,Bank Account,0.0963232144460262,2021-11-25 14:06:53,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
0,0,Bank of East Asia HK,Payment company,"phone, online",50000,50000.0,6413.42,0.09596008060000001,0.4165,100.0,9.596,0.2,0.6165308818,308.2654408889,Not specified,49791.7346,4798.004,2021-11-25 14:23:07,Bank Account,Bank Account,0.0963614558281225,2021-11-25 14:22:56,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
1,1,China Construction Bank,Payment company,"phone, online",50000,50000.0,6413.42,0.0961630926,0.1789,100.0,9.6163,0.2,0.3789178374,189.458918677,Not specified,49910.5411,4808.1546,2021-11-25 14:18:50,Bank Account,Bank Account,0.09633545391580946,2021-11-25 14:17:56,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
2,2,Chong Hing Bank,Bank,"phone, online",50000,50000.0,6413.42,0.09584695160000001,0.4999,110.0,10.5432,0.22,0.7199470578,359.97352892099997,Not specified,49750.0265,4792.3476,2021-11-25 14:13:22,Bank Account,Bank Account,0.09632854330582434,2021-11-25 14:12:55,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
3,3,CITIC Bank,Payment company,"phone, online",50000,50000.0,6413.42,0.09592602189999999,0.4557,100.0,9.5926,0.2,0.6557182723,327.8591361725,Not specified,49772.1409,4796.3011,2021-11-25 14:20:11,Bank Account,Bank Account,0.09636517556517556,2021-11-25 14:19:56,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
4,4,DBS Hong Kong,Payment company,"phone, online",50000,50000.0,6413.42,0.09579813109999999,0.5884,100.0,9.5798,0.2,0.7884329575,394.2164787593,Not specified,49705.7835,4789.9066,2021-11-25 14:20:46,Bank Account,Bank Account,0.09636517556517556,2021-11-25 14:19:56,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
5,5,Fubon Bank (Hong Kong),Payment company,"phone, online",50000,50000.0,6413.42,0.09568645460000001,0.7005,100.0,9.5686,0.2,0.9004887968999999,450.2443984674,Not specified,49649.7556,4784.3227,2021-11-25 14:23:08,Bank Account,Bank Account,0.0963614558281225,2021-11-25 14:22:56,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
6,6,Hang Seng Bank,Payment company,"phone, online",50000,50000.0,6413.42,0.09576709439999999,0.5828,65.0,6.2249,0.13,0.7128478872,356.4239436211,Not specified,49708.5761,4788.3547,2021-11-25 14:13:07,Bank Account,Bank Account,0.09632854330582434,2021-11-25 14:12:55,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
7,7,HSBC Hong Kong,Payment company,"phone, online",50000,50000.0,6413.42,0.09559315550000001,0.7634,50.0,4.7797,0.1,0.8634162736,431.7081368217,Not specified,49618.2919,4779.6578,2021-11-25 14:13:09,Bank Account,Bank Account,0.09632854330582434,2021-11-25 14:12:55,Not specified,"{'pay_in_method': 'ttSelRt', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
8,8,InstaReM,Payment company,online,50000,49850.0,6413.42,0.0963,0.0638,150.0,14.445,0.30090270809999997,0.3646790672,181.7925150215,Not specified,49818.2075,4800.555,2021-11-25 14:22:22,Bank Account,Bank Account,0.0963614558281225,2021-11-25 14:21:55,Not specified,"{'pay_in_method': 'Bank Transfer', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
9,9,OCBC Wing Hang Bank Hong Kong,Payment company,"phone, online",50000,50000.0,6413.42,0.0960430273,0.33799999999999997,115.0,11.0449,0.23,0.5680138288000001,284.00691439490004,Not specified,49830.9931,4802.1514,2021-11-25 14:21:26,Bank Account,Bank Account,0.0963687670354337,2021-11-25 14:20:56,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
10,10,OFX,Payment company,,50000,50000.0,6413.42,0.09469475,1.69,0.0,0.0,0.0,1.6899946992,844.9973495828,Not specified,49155.0027,4734.7375,2021-11-25 14:09:54,Bank Account,Bank Account,0.09632259677967514,2021-11-25 14:09:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
11,11,Public Bank Hong Kong,Payment company,"phone, online",50000,50000.0,6413.42,0.09599416359999999,0.3887,60.0,5.7596,0.12,0.5087187645,254.3593822468,Not specified,49805.6406,4799.7082,2021-11-25 14:21:08,Bank Account,Bank Account,0.0963687670354337,2021-11-25 14:20:56,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
12,12,Shanghai Commercial Bank,Payment company,"phone, online",50000,50000.0,6413.42,0.0958772771,0.5025,170.0,16.2991,0.34,0.8424610084999999,421.2305042668,Not specified,49748.7695,4793.8639,2021-11-25 14:23:09,Bank Account,Bank Account,0.0963614558281225,2021-11-25 14:22:56,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
13,13,Skrill,Payment company,,50000,50000.0,6413.42,0.0936,2.8294,0.0,0.0,0.0,2.8294233788,1414.7116893906,Within 24 hours,48585.2883,4680.0,2021-11-25 13:31:01,Debit Card,Bank Account,0.09632545494184183,2021-11-25 13:30:56,Not specified,"{'pay_in_method': 'DEBIT_CARD', 'pay_out_method': 'BANK', 'location_from': '', 'location_to': '', 'transfer_speed': 'up to 1 hours'}",GB,GBP,
14,14,Skrill,Payment company,,50000,50000.0,6413.42,0.0936,2.8294,994.9950950950999,93.1315,1.9899901902000001,4.819413569,2409.7067844857,Within 24 hours,48585.2883,4680.0,2021-11-25 13:30:59,Credit Card,Bank Account,0.09632545494184183,2021-11-25 13:30:56,Not specified,"{'pay_in_method': 'CREDIT_CARD', 'pay_out_method': 'BANK', 'location_from': '', 'location_to': '', 'transfer_speed': 'up to 1 hours'}",GB,GBP,
15,15,Wing Lung bank,Bank,"phone, online",50000,50000.0,6413.42,0.09643201539999999,-0.1225,100.0,9.6432,0.2,0.0775214636,38.760731779699995,Not specified,50061.2393,4821.6008,2021-11-25 14:12:18,Bank Account,Bank Account,0.096314051388595,2021-11-25 14:11:53,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
16,16,Wise,Payment company,online,50000,49783.95855,6413.42,0.0963317,-0.0044,216.04145,20.8116,0.43395795810000004,0.4295180282,213.8310771447,Not specified,49786.1689,4795.7734,2021-11-25 13:59:17,Bank Account,Bank Account,0.09632742312994966,2021-11-25 13:58:54,Not specified,"{'pay_in_method': 'REGULAR', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
17,17,Xendpay,Payment company,"phone, online",50000,50000.0,6413.42,0.09584,0.5017,0.0,0.0,0.0,0.5016593859,250.8296929277,Not specified,49749.1703,4792.0,2021-11-25 14:06:53,Bank Account,Bank Account,0.0963232144460262,2021-11-25 14:06:53,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
0,0,Bank of East Asia HK,Payment company,"phone, online",7500,7500.0,962.01,0.09596008060000001,0.4165,100.0,9.596,1.3333333333,1.7498642151,131.2398161333,Not specified,7468.7602,719.7006,2021-11-25 14:23:07,Bank Account,Bank Account,0.0963614558281225,2021-11-25 14:22:56,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
1,1,China Construction Bank,Payment company,"phone, online",7500,7500.0,962.01,0.0961630926,0.1789,100.0,9.6163,1.3333333333,1.5122511707,113.41883780149999,Not specified,7486.5812,721.2232,2021-11-25 14:18:50,Bank Account,Bank Account,0.09633545391580946,2021-11-25 14:17:56,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
2,2,Chong Hing Bank,Bank,"phone, online",7500,7500.0,962.01,0.09584695160000001,0.4999,110.0,10.5432,1.4666666667,1.9666137245,147.4960293382,Not specified,7462.504,718.8521,2021-11-25 14:13:22,Bank Account,Bank Account,0.09632854330582434,2021-11-25 14:12:55,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
3,3,CITIC Bank,Payment company,"phone, online",7500,7500.0,962.01,0.09592602189999999,0.4557,100.0,9.5926,1.3333333333,1.7890516056,134.17887042590002,Not specified,7465.8211,719.4452,2021-11-25 14:20:11,Bank Account,Bank Account,0.09636517556517556,2021-11-25 14:19:56,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
4,4,DBS Hong Kong,Payment company,"phone, online",7500,7500.0,962.01,0.09579813109999999,0.5884,100.0,9.5798,1.3333333333,1.9217662908000002,144.1324718139,Not specified,7455.8675,718.4860000000001,2021-11-25 14:20:46,Bank Account,Bank Account,0.09636517556517556,2021-11-25 14:19:56,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
5,5,Fubon Bank (Hong Kong),Payment company,"phone, online",7500,7500.0,962.01,0.09568645460000001,0.7005,100.0,9.5686,1.3333333333,2.0338221302,152.53665977010002,Not specified,7447.4633,717.6484,2021-11-25 14:23:08,Bank Account,Bank Account,0.0963614558281225,2021-11-25 14:22:56,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
6,6,Hang Seng Bank,Payment company,"phone, online",7500,7500.0,962.01,0.09576709439999999,0.5828,65.0,6.2249,0.8666666667,1.4495145538999998,108.7135915432,Not specified,7456.2864,718.2532,2021-11-25 14:13:07,Bank Account,Bank Account,0.09632854330582434,2021-11-25 14:12:55,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
7,7,HSBC Hong Kong,Payment company,"phone, online",7500,7500.0,962.01,0.09559315550000001,0.7634,50.0,4.7797,0.6666666667,1.4300829403,107.2562205233,Not specified,7442.7438,716.9487,2021-11-25 14:13:09,Bank Account,Bank Account,0.09632854330582434,2021-11-25 14:12:55,Not specified,"{'pay_in_method': 'ttSelRt', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
8,8,InstaReM,Payment company,online,7500,7323.75,962.01,0.0963,0.0638,176.25,16.9729,2.4065540194999997,2.4703303786,180.92082110110002,Not specified,7319.0792,705.2771,2021-11-25 14:22:21,Debit Card,Bank Account,0.0963614558281225,2021-11-25 14:21:55,Not specified,"{'pay_in_method': 'Debit Card', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
9,9,InstaReM,Payment company,online,7500,7473.75,962.01,0.0963,0.0638,26.25,2.5279,0.35122930259999996,0.41500566170000003,31.0164856398,Not specified,7468.9835,719.7221,2021-11-25 14:22:21,Bank Account,Bank Account,0.0963614558281225,2021-11-25 14:21:55,Not specified,"{'pay_in_method': 'Bank Transfer', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
10,10,OCBC Wing Hang Bank Hong Kong,Payment company,"phone, online",7500,7500.0,962.01,0.0960430273,0.33799999999999997,115.0,11.0449,1.5333333333,1.8713471621000002,140.3510371592,Not specified,7474.649,720.3227,2021-11-25 14:21:26,Bank Account,Bank Account,0.0963687670354337,2021-11-25 14:20:56,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
11,11,OFX,Payment company,,7500,7500.0,962.01,0.09418375,2.2028,60.0,5.651,0.8,3.0027707512,225.2078063409,Not specified,7334.7922,706.3781,2021-11-25 14:08:56,Bank Account,Bank Account,0.09630513126338604,2021-11-25 14:08:56,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
12,12,Public Bank Hong Kong,Payment company,"phone, online",7500,7500.0,962.01,0.09599416359999999,0.3887,60.0,5.7596,0.8,1.1887187645000001,89.153907337,Not specified,7470.8461,719.9562,2021-11-25 14:21:08,Bank Account,Bank Account,0.0963687670354337,2021-11-25 14:20:56,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
13,13,Shanghai Commercial Bank,Payment company,"phone, online",7500,7500.0,962.01,0.0958772771,0.5025,170.0,16.2991,2.2666666667,2.7691276752,207.68457564,Not specified,7462.3154,719.0796,2021-11-25 14:23:09,Bank Account,Bank Account,0.0963614558281225,2021-11-25 14:22:56,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
14,14,Skrill,Payment company,,7500,7500.0,962.01,0.0936,2.8294,0.0,0.0,0.0,2.8294233788,212.2067534086,Within 24 hours,7287.7932,702.0,2021-11-25 13:31:01,Debit Card,Bank Account,0.09632545494184183,2021-11-25 13:30:56,Not specified,"{'pay_in_method': 'DEBIT_CARD', 'pay_out_method': 'BANK', 'location_from': '', 'location_to': '', 'transfer_speed': 'up to 1 hours'}",GB,GBP,
15,15,Skrill,Payment company,,7500,7500.0,962.01,0.0936,2.8294,149.2493493493,13.9697,1.9899913247,4.819414703500001,361.4561027579,Within 24 hours,7287.7932,702.0,2021-11-25 13:30:59,Credit Card,Bank Account,0.09632545494184183,2021-11-25 13:30:56,Not specified,"{'pay_in_method': 'CREDIT_CARD', 'pay_out_method': 'BANK', 'location_from': '', 'location_to': '', 'transfer_speed': 'up to 1 hours'}",GB,GBP,
16,16,Western Union,Payment company,"phone, online",7500,7500.0,962.01,0.0948469,0.3596,0.0,0.0,0.0,0.3595810327,26.9685774492,Within 24 hours,7473.0314,711.3518,2021-11-04 19:02:08,Mobile Wallet,Bank Account,0.09518918224449156,2021-11-04 19:01:52,Not specified,"{'pay_in_method': 'TapNGo', 'pay_out_method': 'BA', 'location_from': '', 'location_to': '', 'transfer_speed': '1 Business days'}",GB,GBP,
17,17,Western Union,Payment company,"phone, online",7500,7500.0,962.01,0.0940851,1.1599,30.0,2.8226,0.4,1.5598820563999998,116.99115423030001,Within 24 hours,7413.0088,705.6383,2021-11-04 19:02:08,Credit Card,Bank Account,0.09518918224449156,2021-11-04 19:01:52,Not specified,"{'pay_in_method': 'CreditCard', 'pay_out_method': 'BA', 'location_from': '', 'location_to': '', 'transfer_speed': '1 Business days'}",GB,GBP,
18,18,Western Union,Payment company,"phone, online",7500,7500.0,962.01,0.0948469,0.3596,0.0,0.0,0.0,0.3595810327,26.9685774492,Within 24 hours,7473.0314,711.3518,2021-11-04 19:02:08,Bank Account,Bank Account,0.09518918224449156,2021-11-04 19:01:52,Not specified,"{'pay_in_method': 'WUPay', 'pay_out_method': 'BA', 'location_from': '', 'location_to': '', 'transfer_speed': '1 Business days'}",GB,GBP,
19,19,Western Union,Payment company,"phone, online",7500,7500.0,962.01,0.0940851,1.1599,30.0,2.8226,0.4,1.5598820563999998,116.99115423030001,Within 24 hours,7413.0088,705.6383,2021-11-04 19:02:08,Debit Card,Bank Account,0.09518918224449156,2021-11-04 19:01:52,Not specified,"{'pay_in_method': 'DebitCard', 'pay_out_method': 'BA', 'location_from': '', 'location_to': '', 'transfer_speed': '1 Business days'}",GB,GBP,
20,20,Wing Lung bank,Bank,"phone, online",7500,7500.0,962.01,0.09643201539999999,-0.1225,100.0,9.6432,1.3333333333,1.2108547969,90.8141097669,Not specified,7509.1859,723.2401,2021-11-25 14:12:18,Bank Account,Bank Account,0.096314051388595,2021-11-25 14:11:53,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
21,21,Wirebarley Australia Pty Ltd,Payment company,,7500,7500.0,962.01,0.09517719999999999,1.229,20.0,1.9035,0.2666666667,1.4956392034000001,112.1729402549,Not specified,7407.8271,713.829,2021-11-25 14:23:02,Bank Account,Bank Account,0.0963614558281225,2021-11-25 14:22:56,Not specified,"{'pay_in_method': 'Bank Transfer (Deposit)', 'pay_out_method': 'Bank Deposit', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
22,22,Wise,Payment company,online,7500,7268.83478,962.01,0.0963317,-0.0044,231.16522,22.2685,3.1802238873000004,3.1757839574,230.8424888321,Not specified,7269.1575,700.2192,2021-11-25 13:59:18,Credit Card,Bank Account,0.09632742312994966,2021-11-25 13:58:54,Not specified,"{'pay_in_method': 'CREDIT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
23,23,Wise,Payment company,online,7500,7268.83478,962.01,0.0963317,-0.0044,231.16522,22.2685,3.1802238873000004,3.1757839574,230.8424888321,Not specified,7269.1575,700.2192,2021-11-25 13:59:18,Debit Card,Bank Account,0.09632742312994966,2021-11-25 13:58:54,Not specified,"{'pay_in_method': 'DEBIT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
24,24,Wise,Payment company,online,7500,7465.85855,962.01,0.0963317,-0.0044,34.14145,3.2889,0.4573010562,0.4528611263,33.8099711148,Not specified,7466.19,719.1988,2021-11-25 13:59:17,Bank Account,Bank Account,0.09632742312994966,2021-11-25 13:58:54,Not specified,"{'pay_in_method': 'REGULAR', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
25,25,WorldRemit,Payment company,online,7500,7500.0,962.01,0.09308,2.1392,25.0,2.327,0.3333333333,2.4725599347,185.44199510130002,Not specified,7339.558000000001,698.1,2021-11-19 08:07:13,Debit Card,Bank Account,0.09511471937875043,2021-11-19 08:06:56,Not specified,"{'pay_in_method': 'Debit / Credit Card_Debit Card', 'pay_out_method': 'BNK', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
