,name,provider_type,transfer_methods,send_amount,conversion_amount,send_amount_usd,fx_rate,fx_margin,fee_from_currency,fee_to_currency,fee_margin,total_margin,total_cost,transfer_speed,received_amount_from_currency,received_amount_to_currency,collected_timestamp,pay_in_method,pay_out_method,mid-market_rate,mid-market_rate_timestamp,customer_price_type,source_data,to_country,to_currency,status
10,MoneyGram,Payment company,online,1000,1000.0,128.39,0.11099,1.0339,8.0,0.8879,0.8,1.8338552671,18.338552671,,989.6614,110.99,2021-11-15 14:06:24,Debit Card,Bank Account,0.11214946313161459,2021-11-15 14:06:15,Not specified,"{'pay_in_method': 'debitCard', 'pay_out_method': 'All Banks', 'location_from': '', 'location_to': ''}",DE,EUR,
11,MoneyGram,Payment company,online,1000,1000.0,128.39,0.1087563149,3.277,121.0,13.1595,12.1,15.3769633624,153.7696336235,,967.2304,108.7563,2021-11-15 16:11:58,Cash,Bank Account,0.11244096408742257,2021-11-15 16:11:15,Not specified,"{'pay_in_method': 'cash', 'pay_out_method': 'All Banks', 'location_from': '', 'location_to': ''}",DE,EUR,
12,MoneyGram,Payment company,online,1000,1000.0,128.39,0.11099,1.0339,8.0,0.8879,0.8,1.8338552671,18.338552671,,989.6614,110.99,2021-11-15 14:06:24,Credit Card,Bank Account,0.11214946313161459,2021-11-15 14:06:15,Not specified,"{'pay_in_method': 'creditCardExplicit', 'pay_out_method': 'All Banks', 'location_from': '', 'location_to': ''}",DE,EUR,
13,OCBC Wing Hang Bank Hong Kong,Payment company,"phone, online",1000,1000.0,128.39,0.1121704992,0.2695,115.0,12.8996,11.5,11.7694862823,117.6948628232,,997.3051,112.1705,2021-11-15 17:06:08,Bank Account,Bank Account,0.11247360008216875,2021-11-15 17:05:14,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",DE,EUR,
14,Public Bank Hong Kong,Payment company,"phone, online",1000,1000.0,128.39,0.1118643309,0.5417,60.0,6.7119,6.0,6.5416996898,65.4169968978,,994.583,111.8643,2021-11-15 17:06:09,Bank Account,Bank Account,0.11247360008216875,2021-11-15 17:05:14,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",DE,EUR,
15,Shanghai Commercial Bank,Payment company,"phone, online",1000,1000.0,128.39,0.1116507564,0.7397,170.0,18.9806,17.0,17.739675547,177.3967554701,,992.6032,111.6508,2021-11-15 17:08:25,Bank Account,Bank Account,0.11248276393328968,2021-11-15 17:08:09,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",DE,EUR,
16,Skrill,Payment company,,1000,1000.0,128.39,0.1092,2.8326,0.0,0.0,0.0,2.8325856982,28.3258569818,up to 1 days,971.6741,109.2,2021-11-15 16:25:19,Debit Card,Bank Account,0.11238335483622498,2021-11-15 16:25:14,Not specified,"{'pay_in_method': 'DEBIT_CARD', 'pay_out_method': 'BANK', 'location_from': '', 'location_to': ''}",DE,EUR,
17,Skrill,Payment company,,1000,1000.0,128.39,0.1092,2.8326,19.9,2.1731,1.99,4.8225856982,48.2258569818,up to 1 days,971.6741,109.2,2021-11-15 16:25:18,Credit Card,Bank Account,0.11238335483622498,2021-11-15 16:25:14,Not specified,"{'pay_in_method': 'CREDIT_CARD', 'pay_out_method': 'BANK', 'location_from': '', 'location_to': ''}",DE,EUR,
18,Western Union,Payment company,"phone, online",1000,1000.0,128.39,0.1106626,1.6102,15.0,1.6599,1.5,3.1101556995,31.1015569951,1 Business days,983.8984,110.6626,2021-11-15 17:05:37,Debit Card,Bank Account,0.11247360008216875,2021-11-15 17:05:14,Not specified,"{'pay_in_method': 'DebitCard', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",DE,EUR,
19,Western Union,Payment company,"phone, online",1000,1000.0,128.39,0.1107747,1.5105,0.0,0.0,0.0,1.5104878664,15.1048786642,1 Business days,984.8951,110.7747,2021-11-15 17:05:37,Bank Account,Bank Account,0.11247360008216875,2021-11-15 17:05:14,Not specified,"{'pay_in_method': 'WUPay', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",DE,EUR,
20,Western Union,Payment company,"phone, online",1000,1000.0,128.39,0.1106626,1.6102,15.0,1.6599,1.5,3.1101556995,31.1015569951,1 Business days,983.8984,110.6626,2021-11-15 17:05:37,Credit Card,Bank Account,0.11247360008216875,2021-11-15 17:05:14,Not specified,"{'pay_in_method': 'CreditCard', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",DE,EUR,
21,Western Union,Payment company,"phone, online",1000,1000.0,128.39,0.1107747,1.5105,0.0,0.0,0.0,1.5104878664,15.1048786642,1 Business days,984.8951,110.7747,2021-11-15 17:05:37,Mobile Wallet,Bank Account,0.11247360008216875,2021-11-15 17:05:14,Not specified,"{'pay_in_method': 'TapNGo', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",DE,EUR,
22,Wing Lung bank,Bank,"phone, online",1000,1000.0,128.39,0.1126633619,-0.1468,100.0,11.2663,10.0,9.8532322333,98.5323223326,,1001.4677,112.6634,2021-11-15 17:12:06,Bank Account,Bank Account,0.11249825070453276,2021-11-15 17:11:14,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",DE,EUR,
23,Wirebarley Australia Pty Ltd,Payment company,,1000,1000.0,128.39,0.1109514,1.3571,20.0,2.219,2.0,3.3571425111,33.5714251112,,986.4286,110.9514,2021-11-15 17:07:46,Bank Account,Bank Account,0.11247788519559887,2021-11-15 17:07:12,Not specified,"{'pay_in_method': 'Bank Transfer (Deposit)', 'pay_out_method': 'Bank Deposit', 'location_from': '', 'location_to': ''}",DE,EUR,
24,Wise,Payment company,online,1000,968.21293,128.39,0.112448,-0.0073,31.78707,3.5744,3.2830660504,3.1713607491,31.7159426489,,968.2841,108.8736,2021-11-15 16:58:44,Credit Card,Bank Account,0.11243973989459696,2021-11-15 16:58:14,Not specified,"{'pay_in_method': 'CREDIT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",DE,EUR,
25,Wise,Payment company,online,1000,994.48627,128.39,0.112448,-0.0073,5.51373,0.62,0.5544299772,0.5440267491,5.4406725434,,994.5593,111.828,2021-11-15 16:58:43,Bank Account,Bank Account,0.11243973989459696,2021-11-15 16:58:14,Not specified,"{'pay_in_method': 'REGULAR', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",DE,EUR,
26,Wise,Payment company,online,1000,968.21293,128.39,0.112448,-0.0073,31.78707,3.5744,3.2830660504,3.1713607491,31.7159426489,,968.2841,108.8736,2021-11-15 16:58:44,Debit Card,Bank Account,0.11243973989459696,2021-11-15 16:58:14,Not specified,"{'pay_in_method': 'DEBIT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",DE,EUR,
27,Xendpay,Payment company,"phone, online",1000,1000.0,128.39,0.1119,0.5057,0.0,0.0,0.0,0.5056706492,5.0567064915,,994.9433,111.9,2021-11-15 17:06:28,Bank Account,Bank Account,0.11246872131315919,2021-11-15 17:06:11,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",DE,EUR,
28,Xpress Money,Payment company,,1000,1000.0,128.39,0.10822467,3.7004,50.0,5.4112,5.0,8.7004455351,87.0044553509,,962.9955,108.2247,2021-11-15 16:27:05,Cash,Bank Account,0.11238335483622498,2021-11-15 16:26:14,Not specified,"{'pay_in_method': 'Cash', 'pay_out_method': 'AC', 'location_from': '', 'location_to': ''}",DE,EUR,
