,name,provider_type,transfer_methods,send_amount,conversion_amount,send_amount_usd,fx_rate,fx_margin,fee_from_currency,fee_to_currency,fee_margin,total_margin,total_cost,transfer_speed,received_amount_from_currency,received_amount_to_currency,collected_timestamp,pay_in_method,pay_out_method,mid-market_rate,mid-market_rate_timestamp,customer_price_type,source_data,to_country,to_currency,status
10,OCBC Wing Hang Bank Hong Kong,Payment company,"phone, online",25000,25000.0,3205.81,0.0959416675,0.3427,115.0,11.0333,0.46,0.8027252469,200.6813117315,Not specified,24914.3187,2398.5417,2021-11-24 18:21:09,Bank Account,Bank Account,0.09627161459502087,2021-11-24 18:20:55,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
11,OFX,Payment company,,25000,25000.0,3205.81,0.09441125,1.8699,60.0,5.6647,0.24,2.1099178015,527.4794503693,Not specified,24532.5205,2360.2813,2021-11-24 15:33:24,Bank Account,Bank Account,0.09621030359375501,2021-11-24 15:32:56,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
12,Public Bank Hong Kong,Payment company,"phone, online",25000,25000.0,3205.81,0.095779936,0.5107,60.0,5.7468,0.24,0.7507201932,187.68004829,Not specified,24872.32,2394.4984,2021-11-24 18:21:08,Bank Account,Bank Account,0.09627161459502087,2021-11-24 18:20:55,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
13,Shanghai Commercial Bank,Payment company,"phone, online",25000,25000.0,3205.81,0.0955566173,0.7203,170.0,16.2446,0.68,1.4003397488,350.0849371926,Not specified,24819.9151,2388.9154,2021-11-24 18:23:49,Bank Account,Bank Account,0.09624994389982754,2021-11-24 18:22:54,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
14,Skrill,Payment company,,25000,25000.0,3205.81,0.0935,2.8625,0.0,0.0,0.0,2.8624647979,715.6161994815,Within 24 hours,24284.3838,2337.5,2021-11-24 17:40:31,Debit Card,Bank Account,0.09625527331478324,2021-11-24 17:39:56,Not specified,"{'pay_in_method': 'DEBIT_CARD', 'pay_out_method': 'BANK', 'location_from': '', 'location_to': '', 'transfer_speed': 'up to 1 hours'}",GB,GBP,
15,Skrill,Payment company,,25000,25000.0,3205.81,0.0935,2.8625,497.4975975976,46.516,1.9899903904,4.8524551883,1213.1137970791,Within 24 hours,24284.3838,2337.5,2021-11-24 17:40:30,Credit Card,Bank Account,0.09625527331478324,2021-11-24 17:39:56,Not specified,"{'pay_in_method': 'CREDIT_CARD', 'pay_out_method': 'BANK', 'location_from': '', 'location_to': '', 'transfer_speed': 'up to 1 hours'}",GB,GBP,
16,Wing Lung bank,Bank,"phone, online",25000,25000.0,3205.81,0.0963855422,-0.1634,100.0,9.6386,0.4,0.2365667815,59.1416953659,Not specified,25040.8583,2409.6386,2021-11-24 18:27:08,Bank Account,Bank Account,0.0962282732046342,2021-11-24 18:26:55,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
17,Wirebarley Australia Pty Ltd,Payment company,,25000,25000.0,3205.81,0.0951393,1.1465,20.0,1.9028,0.08,1.2265413528,306.6353381969,Not specified,24713.3647,2378.4825,2021-11-24 18:24:07,Bank Account,Bank Account,0.09624276307775165,2021-11-24 18:23:51,Not specified,"{'pay_in_method': 'Bank Transfer (Deposit)', 'pay_out_method': 'Bank Deposit', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
18,Wise,Payment company,online,25000,24890.95855,3205.81,0.0962644,-0.015,109.04145,10.4968,0.43807654,0.4230572064,105.302993897,Not specified,24894.697,2396.1132,2021-11-24 17:59:06,Bank Account,Bank Account,0.09624994389982754,2021-11-24 17:58:54,Not specified,"{'pay_in_method': 'REGULAR', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
19,WorldRemit,Payment company,online,25000,25000.0,3205.81,0.09308,2.1392,25.0,2.327,0.1,2.2392266014,559.8066503377,Not specified,24465.1933,2327.0,2021-11-19 08:07:13,Debit Card,Bank Account,0.09511471937875043,2021-11-19 08:06:56,Not specified,"{'pay_in_method': 'Debit / Credit Card_Debit Card', 'pay_out_method': 'BNK', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
20,WorldRemit,Payment company,online,25000,25000.0,3205.81,0.09414,2.1566,25.0,2.3535,0.1,2.2566457603,564.1614400635,Within 24 hours,24460.8386,2353.5,2021-11-24 17:09:00,Debit Card,Bank Account,0.09621501708672878,2021-11-24 17:08:54,Not specified,"{'pay_in_method': 'Debit / Credit Card_Debit Card', 'pay_out_method': 'Any GBP account at any bank WOR / BNK', 'location_from': '', 'location_to': '', 'transfer_speed': 'Next working day'}",GB,GBP,
21,WorldRemit,Payment company,online,25000,25000.0,3205.81,0.09414,2.1566,25.0,2.3535,0.1,2.2566457603,564.1614400635,Within 24 hours,24460.8386,2353.5,2021-11-24 17:09:00,Credit Card,Bank Account,0.09621501708672878,2021-11-24 17:08:54,Not specified,"{'pay_in_method': 'Debit / Credit Card_Credit Card', 'pay_out_method': 'Any GBP account at any bank WOR / BNK', 'location_from': '', 'location_to': '', 'transfer_speed': 'Next working day'}",GB,GBP,
22,WorldRemit,Payment company,online,25000,25000.0,3205.81,0.09308,2.1392,25.0,2.327,0.1,2.2392266014,559.8066503377,Not specified,24465.1933,2327.0,2021-11-19 08:07:13,Credit Card,Bank Account,0.09511471937875043,2021-11-19 08:06:56,Not specified,"{'pay_in_method': 'Debit / Credit Card_Credit Card', 'pay_out_method': 'BNK', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
23,Xendpay,Payment company,"phone, online",25000,25000.0,3205.81,0.09576,0.4941,0.0,0.0,0.0,0.4940528743,123.5132185738,Not specified,24876.4868,2394.0,2021-11-24 18:26:34,Bank Account,Bank Account,0.09623545402671009,2021-11-24 18:25:55,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
