,name,provider_type,transfer_methods,send_amount,conversion_amount,send_amount_usd,fx_rate,fx_margin,fee_from_currency,fee_to_currency,fee_margin,total_margin,total_cost,transfer_speed,received_amount_from_currency,received_amount_to_currency,collected_timestamp,pay_in_method,pay_out_method,mid-market_rate,mid-market_rate_timestamp,customer_price_type,source_data,status
10,MoneyGram,Payment company,online,50000,50000.0,6424.26,0.110062,0.9344,8.0,0.8805,0.016,0.9503598854,475.179942702,,49532.8201,5503.1,2021-11-01 10:00:15,Credit Card,Bank Account,0.11110007452905349,2021-11-01 09:59:52,Not specified,"{'pay_in_method': 'creditCardExplicit', 'pay_out_method': 'All Banks', 'location_from': '', 'location_to': ''}",
11,OCBC Wing Hang Bank Hong Kong,Payment company,"phone, online",50000,50000.0,6424.26,0.1105216622,0.261,115.0,12.71,0.23,0.4909920842,245.4960421024,,49869.504,5526.0831,2021-11-01 17:06:09,Bank Account,Bank Account,0.11081086984453295,2021-11-01 17:05:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
12,OFX,Payment company,,50000,50000.0,6424.26,0.10885175,1.8145,0.0,0.0,0.0,1.8145482703,907.2741351336,,49092.7259,5442.5875,2021-11-01 15:40:16,Bank Account,Bank Account,0.11086342027495824,2021-11-01 15:39:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
13,Public Bank Hong Kong,Payment company,"phone, online",50000,50000.0,6424.26,0.1108377114,-0.0242,60.0,6.6503,0.12,0.0957771251,47.8885625394,,50012.1114,5541.8856,2021-11-01 17:06:07,Bank Account,Bank Account,0.11081086984453295,2021-11-01 17:05:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
14,Shanghai Commercial Bank,Payment company,"phone, online",50000,50000.0,6424.26,0.1106011171,0.1893,170.0,18.8022,0.34,0.5292889872,264.6444936065,,49905.3555,5530.0559,2021-11-01 17:08:19,Bank Account,Bank Account,0.11081086984453295,2021-11-01 17:07:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
15,Skrill,Payment company,,50000,50000.0,6424.26,0.1077,2.8367,0.0,0.0,0.0,2.8366606739,1418.3303369302,up to 1 days,48581.6697,5385.0,2021-11-01 16:58:42,Debit Card,Bank Account,0.1108442759861236,2021-11-01 16:57:51,Not specified,"{'pay_in_method': 'DEBIT_CARD', 'pay_out_method': 'BANK', 'location_from': '', 'location_to': ''}",
16,Skrill,Payment company,,50000,50000.0,6424.26,0.1077,2.8367,994.9950950951,107.161,1.9899901902,4.8266508641,2413.3254320253,up to 1 days,48581.6697,5385.0,2021-11-01 16:58:41,Credit Card,Bank Account,0.1108442759861236,2021-11-01 16:57:51,Not specified,"{'pay_in_method': 'CREDIT_CARD', 'pay_out_method': 'BANK', 'location_from': '', 'location_to': ''}",
17,Wing Lung bank,Bank,"phone, online",50000,50000.0,6424.26,0.111000111,-0.1536,100.0,11.1,0.2,0.0464084386,23.2042192827,,50076.7958,5550.0056,2021-11-01 17:12:08,Bank Account,Bank Account,0.11082988564820763,2021-11-01 17:11:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
18,Wise,Payment company,online,50000,49784.76776,6424.26,0.11084,0.0039,215.23224,23.8563,0.4323254877,0.4343221317,217.1527629518,,49782.8472,5518.1437,2021-11-01 16:59:21,Bank Account,Bank Account,0.1108442759861236,2021-11-01 16:58:52,Not specified,"{'pay_in_method': 'REGULAR', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
19,Xendpay,Payment company,"phone, online",50000,50000.0,6424.26,0.11026,0.4971,0.0,0.0,0.0,0.4971261802,248.5630901128,,49751.4369,5513.0,2021-11-01 17:06:37,Bank Account,Bank Account,0.11081086984453295,2021-11-01 17:05:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
20,Xpress Money,Payment company,,50000,50000.0,6424.26,0.10822467,2.3898,650.0,70.346,1.3,3.6898067335,1844.9033667507,,48805.0966,5411.2335,2021-11-01 16:26:46,Cash,Bank Account,0.11087435274769046,2021-11-01 16:25:52,Not specified,"{'pay_in_method': 'Cash', 'pay_out_method': 'AC', 'location_from': '', 'location_to': ''}",
