,name,provider_type,transfer_methods,send_amount,conversion_amount,send_amount_usd,fx_rate,fx_margin,fee_from_currency,fee_to_currency,fee_margin,total_margin,total_cost,transfer_speed,received_amount_from_currency,received_amount_to_currency,collected_timestamp,pay_in_method,pay_out_method,mid-market_rate,mid-market_rate_timestamp,customer_price_type,source_data,status
10,MoneyGram,Payment company,online,1000,1000.0,128.49,0.110062,0.9344,8.0,0.8805,0.8,1.7343598854,17.343598854,,990.6564,110.062,2021-11-01 10:00:15,Debit Card,Bank Account,0.11110007452905349,2021-11-01 09:59:52,Not specified,"{'pay_in_method': 'debitCard', 'pay_out_method': 'All Banks', 'location_from': '', 'location_to': ''}",
11,MoneyGram,Payment company,online,1000,1000.0,128.49,0.1077550046,2.8009,121.0,13.0384,12.1,14.9009052688,149.0090526875,,971.9909,107.755,2021-11-01 16:14:28,Cash,Bank Account,0.11086009071168845,2021-11-01 16:13:52,Not specified,"{'pay_in_method': 'cash', 'pay_out_method': 'All Banks', 'location_from': '', 'location_to': ''}",
12,MoneyGram,Payment company,online,1000,1000.0,128.49,0.110062,0.9344,8.0,0.8805,0.8,1.7343598854,17.343598854,,990.6564,110.062,2021-11-01 10:00:15,Credit Card,Bank Account,0.11110007452905349,2021-11-01 09:59:52,Not specified,"{'pay_in_method': 'creditCardExplicit', 'pay_out_method': 'All Banks', 'location_from': '', 'location_to': ''}",
13,OCBC Wing Hang Bank Hong Kong,Payment company,"phone, online",1000,1000.0,128.49,0.1105216622,0.261,115.0,12.71,11.5,11.7609920842,117.609920842,,997.3901,110.5217,2021-11-01 17:06:09,Bank Account,Bank Account,0.11081086984453295,2021-11-01 17:05:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
14,Public Bank Hong Kong,Payment company,"phone, online",1000,1000.0,128.49,0.1108377114,-0.0242,60.0,6.6503,6.0,5.9757771251,59.7577712508,,1000.2422,110.8377,2021-11-01 17:06:07,Bank Account,Bank Account,0.11081086984453295,2021-11-01 17:05:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
15,Shanghai Commercial Bank,Payment company,"phone, online",1000,1000.0,128.49,0.1106011171,0.1893,170.0,18.8022,17.0,17.1892889872,171.8928898721,,998.1071,110.6011,2021-11-01 17:08:19,Bank Account,Bank Account,0.11081086984453295,2021-11-01 17:07:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
16,Skrill,Payment company,,1000,1000.0,128.49,0.1077,2.8367,0.0,0.0,0.0,2.8366606739,28.3666067386,up to 1 days,971.6334,107.7,2021-11-01 16:58:42,Debit Card,Bank Account,0.1108442759861236,2021-11-01 16:57:51,Not specified,"{'pay_in_method': 'DEBIT_CARD', 'pay_out_method': 'BANK', 'location_from': '', 'location_to': ''}",
17,Skrill,Payment company,,1000,1000.0,128.49,0.1077,2.8367,19.9,2.1432,1.99,4.8266606739,48.2666067386,up to 1 days,971.6334,107.7,2021-11-01 16:58:41,Credit Card,Bank Account,0.1108442759861236,2021-11-01 16:57:51,Not specified,"{'pay_in_method': 'CREDIT_CARD', 'pay_out_method': 'BANK', 'location_from': '', 'location_to': ''}",
18,Western Union,Payment company,"phone, online",1000,1000.0,128.49,0.1096631,1.0485,15.0,1.6449,1.5,2.5485272424,25.4852724242,1 Business days,989.5147,109.6631,2021-11-01 17:01:47,Debit Card,Bank Account,0.11082513169728896,2021-11-01 17:00:52,Not specified,"{'pay_in_method': 'DebitCard', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",
19,Western Union,Payment company,"phone, online",1000,1000.0,128.49,0.1097742,0.9483,0.0,0.0,0.0,0.9482792226,9.4827922259,1 Business days,990.5172,109.7742,2021-11-01 17:01:47,Bank Account,Bank Account,0.11082513169728896,2021-11-01 17:00:52,Not specified,"{'pay_in_method': 'WUPay', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",
20,Western Union,Payment company,"phone, online",1000,1000.0,128.49,0.1096631,1.0485,15.0,1.6449,1.5,2.5485272424,25.4852724242,1 Business days,989.5147,109.6631,2021-11-01 17:01:47,Credit Card,Bank Account,0.11082513169728896,2021-11-01 17:00:52,Not specified,"{'pay_in_method': 'CreditCard', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",
21,Western Union,Payment company,"phone, online",1000,1000.0,128.49,0.1097742,0.9483,0.0,0.0,0.0,0.9482792226,9.4827922259,1 Business days,990.5172,109.7742,2021-11-01 17:01:47,Mobile Wallet,Bank Account,0.11082513169728896,2021-11-01 17:00:52,Not specified,"{'pay_in_method': 'TapNGo', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",
22,Wing Lung bank,Bank,"phone, online",1000,1000.0,128.49,0.111000111,-0.1536,100.0,11.1,10.0,9.8464084386,98.4640843857,,1001.5359,111.0001,2021-11-01 17:12:08,Bank Account,Bank Account,0.11082988564820763,2021-11-01 17:11:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
23,Wirebarley Australia Pty Ltd,Payment company,,1000,1000.0,128.49,0.1093316,1.335,20.0,2.1866,2.0,3.3349501241,33.3495012412,,986.6505,109.3316,2021-11-01 17:07:18,Bank Account,Bank Account,0.11081086984453295,2021-11-01 17:06:52,Not specified,"{'pay_in_method': 'Bank Transfer (Deposit)', 'pay_out_method': 'Bank Deposit', 'location_from': '', 'location_to': ''}",
24,Wise,Payment company,online,1000,968.21465,128.49,0.11084,0.0039,31.78535,3.5231,3.2828825715,3.1823926517,31.8227003491,,968.1773,107.3169,2021-11-01 16:59:30,Credit Card,Bank Account,0.1108442759861236,2021-11-01 16:58:52,Not specified,"{'pay_in_method': 'CREDIT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
25,Wise,Payment company,online,1000,994.48776,128.49,0.11084,0.0039,5.51224,0.611,0.5542793206,0.5550816517,5.5506038742,,994.4494,110.229,2021-11-01 16:59:21,Bank Account,Bank Account,0.1108442759861236,2021-11-01 16:58:52,Not specified,"{'pay_in_method': 'REGULAR', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
26,Wise,Payment company,online,1000,968.21465,128.49,0.11084,0.0039,31.78535,3.5231,3.2828825715,3.1823926517,31.8227003491,,968.1773,107.3169,2021-11-01 16:59:30,Debit Card,Bank Account,0.1108442759861236,2021-11-01 16:58:52,Not specified,"{'pay_in_method': 'DEBIT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
27,WorldRemit,Payment company,online,1000,1000.0,128.49,0.10836,2.0748,25.0,2.709,2.5,4.5747972164,45.7479721645,Next working day,979.252,108.36,2021-10-14 08:52:52,Credit Card,Bank Account,0.11065588522651308,2021-10-14 08:52:26,Not specified,"{'pay_in_method': 'Debit / Credit Card_Credit Card', 'pay_out_method': 'Any EUR account at any bank / BNK', 'location_from': '', 'location_to': ''}",
28,WorldRemit,Payment company,online,1000,1000.0,128.49,0.10836,2.0748,25.0,2.709,2.5,4.5747972164,45.7479721645,Next working day,979.252,108.36,2021-10-14 08:52:52,Debit Card,Bank Account,0.11065588522651308,2021-10-14 08:52:26,Not specified,"{'pay_in_method': 'Debit / Credit Card_Debit Card', 'pay_out_method': 'Any EUR account at any bank / BNK', 'location_from': '', 'location_to': ''}",
29,Xendpay,Payment company,"phone, online",1000,1000.0,128.49,0.11026,0.4971,0.0,0.0,0.0,0.4971261802,4.9712618023,,995.0287,110.26,2021-11-01 17:06:37,Bank Account,Bank Account,0.11081086984453295,2021-11-01 17:05:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
30,Xpress Money,Payment company,,1000,1000.0,128.49,0.10822467,2.3898,50.0,5.4112,5.0,7.3898067335,73.898067335,,976.1019,108.2247,2021-11-01 16:26:46,Cash,Bank Account,0.11087435274769046,2021-11-01 16:25:52,Not specified,"{'pay_in_method': 'Cash', 'pay_out_method': 'AC', 'location_from': '', 'location_to': ''}",
